,ALB,AUT,BEL,BGR,BIH,CHE,CYP,CZE,DEU,DNK,ESP,EST,FIN,FRA,GBR,GRC,HRV,HUN,IRL,ITA,LTU,LUX,LVA,MKD,MNE,NLD,NOR,POL,PRT,ROU,SRB,SVK,SVN,SWE
2015-01-01 00:00:00,-770.0,-7025.4,-8023.7,-4376.2,-1435.4,-6183.5,-765.0,-5813.5,-41618.7,-3802.9,-24951.6,-730.9,-10956.1,-61607.8,-28851.0,-5617.4,-2076.7,-3938.3,-3696.1,-26072.0,-891.0,-1037.2,-503.9,-1634.3,-648.2,-10033.1,-14638.8,-16031.4,-5725.4,-5738.5,-6198.1,-2981.9,-1328.6,-12444.300000000001
2015-01-01 01:00:00,-659.1,-6651.6,-7548.6,-4009.1,-1303.5,-6023.6,-689.0,-5820.1,-39313.3,-3624.4,-22754.1,-702.2,-10811.9,-60037.4,-27230.8,-5522.9,-1986.5,-3724.7,-3547.5,-23761.100000000002,-858.5,-1012.5999999999999,-482.2,-1432.9,-572.9,-9523.6,-14185.5,-15014.8,-5471.0,-5532.0,-5710.9,-2843.9,-1236.6,-12124.1
2015-01-01 02:00:00,-606.4,-6388.9,-7152.4,-3806.3,-1227.8,-5833.7,-640.9,-5707.2,-38067.2,-3538.4,-21361.6,-686.9,-10741.8,-58287.0,-26135.3,-5264.4,-1929.5,-3486.1,-3440.4,-22263.600000000002,-843.8,-976.6,-470.2,-1263.8,-516.9,-9174.9,-13920.0,-14330.4,-5069.3,-5438.3,-5267.2,-2757.9,-1186.7,-11929.800000000001
2015-01-01 03:00:00,-583.7,-6223.7,-6897.3,-3714.4,-1197.7,-5704.5,-614.8,-5578.5,-37916.6,-3520.1000000000004,-20672.0,-686.0,-10779.7,-54926.7,-24774.0,-5089.1,-1891.1,-3368.0,-3377.3,-21438.899999999998,-848.8,-967.9000000000001,-478.9,-1164.6,-487.1,-9004.0,-13789.5,-14043.4,-4698.3,-5402.1,-4950.5,-2735.5,-1167.1,-11896.699999999999
2015-01-01 04:00:00,-592.8,-6484.8,-6849.2,-3714.5,-1210.2,-5503.4,-608.1,-5638.5,-38703.9,-3564.3,-20419.8,-718.1,-10999.3,-52869.8,-23643.4,-5145.5,-1915.6,-3452.3,-3343.7,-21224.599999999995,-905.2,-945.9,-513.7,-1127.2,-471.6,-8968.1,-13823.199999999999,-14076.6,-4460.9,-5446.5,-4810.4,-2790.9,-1173.5,-12031.5
2015-01-01 05:00:00,-677.3,-7361.0,-7181.6,-3874.0,-1304.7,-5673.2,-630.0,-6014.7,-41333.0,-3803.1,-20852.3,-841.6,-11572.0,-52542.2,-22859.199999999997,-5664.0,-2029.7,-3797.8,-3348.5,-22358.7,-1123.0,-956.3000000000001,-618.2,-1140.9,-479.4,-9261.7,-14246.400000000001,-14683.4,-4328.1,-5614.9,-4957.0,-2936.4,-1276.4,-12639.699999999999
2015-01-01 06:00:00,-919.6,-8595.9,-8111.0,-4393.5,-1524.5,-6154.5,-696.8,-6946.7,-47713.5,-4452.1,-22898.0,-996.8,-11902.4,-52852.7,-23573.1,-6623.200000000001,-2314.2,-4570.8,-3467.5,-26366.8,-1335.6,-981.5,-753.4,-1233.8,-528.5,-10232.5,-15473.6,-16992.4,-4274.8,-6061.9,-5486.8,-3307.9,-1561.6,-14085.2
2015-01-01 07:00:00,-1250.6,-9443.0,-8935.3,-4992.5,-1756.6,-6916.8,-787.8,-7419.1,-53855.0,-5170.1,-26701.5,-1099.7,-12080.0,-53236.0,-28100.9,-7180.4,-2617.8,-4876.4,-3763.1,-31452.5,-1458.5,-1068.0,-843.4,-1261.5,-594.6,-11907.9,-17053.9,-18897.0,-4113.1,-6751.9,-6054.3,-3476.2,-1749.1,-15502.2
2015-01-01 08:00:00,-1365.2,-9753.1,-9290.7,-5426.7,-1937.0,-7340.7,-849.8,-7541.2,-56328.0,-5385.6,-29478.1,-1122.8,-12018.5,-55213.4,-33917.6,-7869.7,-2805.6,-4944.9,-3947.9,-35187.600000000006,-1499.6,-1138.1,-876.9,-1373.5,-667.0,-13009.7,-17559.4,-19810.2,-4079.1,-7083.1,-6399.2,-3591.0,-1814.8,-15814.5
2015-01-01 09:00:00,-1373.1,-9867.8,-9367.6,-5613.1,-2011.8,-7401.3,-861.2,-7682.2,-56731.6,-5385.5,-30674.9,-1126.2,-11904.8,-57738.4,-35596.299999999996,-8137.4,-2882.6,-5022.2,-3993.6,-37221.5,-1502.0,-1149.5,-882.2,-1455.1,-706.0,-13348.5,-17398.6,-20431.0,-4468.2,-7197.0,-6575.4,-3650.7,-1818.9,-15759.8
2015-01-01 10:00:00,-1341.9,-9954.4,-9364.2,-5530.1,-2019.4,-7411.0,-859.8,-7681.4,-57556.1,-5409.4,-31363.1,-1120.0,-11834.4,-59701.4,-36121.0,-8285.5,-2867.7,-5070.9,-4029.9,-37581.200000000004,-1490.2,-1147.6,-868.7,-1487.1,-714.2,-13397.2,-17291.699999999997,-20516.5,-4904.7,-7158.5,-6582.7,-3635.5,-1798.6,-15835.7
2015-01-01 11:00:00,-1306.8,-9838.5,-9434.1,-5405.8,-2009.1,-7310.0,-872.3,-7661.2,-58221.3,-5351.0,-31221.5,-1097.0,-11787.6,-60679.4,-35908.5,-8363.6,-2897.3,-5117.9,-4039.9,-37300.59999999999,-1456.5,-1169.1,-833.3,-1497.1,-709.4,-13379.1,-17122.5,-20699.7,-5290.1,-7046.1,-6530.1,-3639.3,-1797.5,-15768.500000000002
2015-01-01 12:00:00,-1297.2,-9512.0,-9243.8,-5218.5,-1981.3,-7042.3,-877.2,-7713.4,-57711.3,-5260.9,-30759.5,-1115.7,-11770.6,-62473.6,-35704.9,-8282.2,-2857.2,-5130.6,-4054.5,-35253.799999999996,-1463.5,-1174.3000000000002,-847.7,-1480.7,-699.1,-13221.4,-17009.7,-20690.3,-5479.5,-6987.3,-6403.6,-3603.8,-1771.2,-15626.099999999999
2015-01-01 13:00:00,-1316.5,-9432.3,-9249.2,-5131.6,-2030.4,-7058.3,-872.5,-7730.5,-57056.0,-5254.7,-30615.4,-1107.7,-11770.6,-60071.1,-35895.899999999994,-7902.6,-2768.8,-5066.2,-4039.3,-34767.6,-1453.1,-1148.3,-844.7,-1464.8,-684.8,-13257.1,-16936.3,-20929.6,-5229.4,-6997.0,-6279.4,-3615.5,-1800.0,-15566.8
2015-01-01 14:00:00,-1333.3,-9396.0,-9151.3,-5065.5,-2018.4,-7017.1,-877.0,-7670.3,-56188.1,-5211.5,-29686.3,-1117.6,-11843.7,-57446.5,-36003.299999999996,-8034.4,-2692.3,-5058.6,-4031.2,-35585.6,-1448.0,-1157.0,-849.9,-1457.4,-677.3,-13242.4,-17057.7,-20758.0,-4962.2,-6928.0,-6154.2,-3599.4,-1751.0,-15604.6
2015-01-01 15:00:00,-1353.9,-9419.8,-9070.9,-5085.1,-1986.0,-6931.4,-884.9,-7739.2,-55504.5,-5135.0,-29098.8,-1144.1,-11989.6,-56041.1,-35947.6,-8016.0,-2646.2,-5104.5,-4051.0,-35701.5,-1472.5,-1121.0,-880.2,-1457.6,-680.8,-13179.9,-17110.9,-20639.8,-4906.6,-6866.1,-6179.6,-3588.6,-1726.7,-15854.8
2015-01-01 16:00:00,-1432.2,-9884.2,-9094.9,-5231.5,-2061.0,-7002.3,-905.8,-7722.4,-55862.2,-5335.8,-28949.1,-1156.3,-12087.3,-56467.5,-36568.3,-8290.5,-2807.1,-5260.3,-4158.4,-36321.6,-1533.5,-1125.9,-906.8,-1555.2,-724.0,-13359.5,-17373.7,-21667.8,-4963.6,-6986.5,-6639.2,-3666.5,-1777.4,-16175.2
2015-01-01 17:00:00,-1566.3,-10267.7,-9691.9,-5676.1,-2220.4,-7368.7,-1011.8,-7880.5,-59082.8,-5804.0,-29435.2,-1136.0,-12107.4,-60973.3,-39737.9,-9159.199999999999,-3164.2,-5396.9,-4386.4,-38829.5,-1520.8,-1151.4,-897.7,-1676.2,-787.3,-14038.0,-17461.6,-22415.8,-5641.3,-7460.1,-7118.8,-3780.0,-1883.1,-16407.1
2015-01-01 18:00:00,-1591.0,-10040.0,-9932.5,-6090.9,-2184.6,-7600.9,-1068.6,-7749.8,-59506.2,-5680.1,-31377.1,-1103.8,-12182.0,-64605.1,-42312.5,-9285.7,-3180.2,-5332.0,-4427.2,-39472.1,-1473.5,-1167.8,-864.6,-1659.8,-797.7,-13796.5,-17405.8,-22361.8,-6453.3,-7672.6,-7179.7,-3741.6,-1910.7,-16149.9
2015-01-01 19:00:00,-1582.1,-9395.8,-9530.0,-6057.9,-2146.1,-7362.1,-1061.9,-7671.3,-57865.8,-5347.5,-32726.6,-1064.4,-12108.1,-65441.6,-42136.6,-9179.699999999999,-3165.5,-5248.0,-4334.9,-38934.299999999996,-1412.1,-1180.8,-834.2,-1645.6,-790.0,-13468.3,-17252.9,-22360.7,-6691.3,-7614.3,-7144.9,-3712.0,-1909.7,-15746.599999999999
2015-01-01 20:00:00,-1520.4,-8736.0,-9013.2,-5766.7,-2063.7,-6973.5,-1027.0,-7351.2,-54172.3,-5019.1,-32879.3,-1006.5,-11800.6,-63278.8,-40654.4,-8580.1,-3043.2,-5039.1,-4218.3,-37087.1,-1313.7,-1144.8,-778.9,-1593.1,-773.0,-12891.6,-16910.9,-21710.8,-6772.7,-7462.8,-6989.5,-3615.1,-1824.3,-15133.1
2015-01-01 21:00:00,-1383.0,-8119.5,-8527.6,-5480.5,-1968.0,-6772.5,-992.7,-6853.1,-51413.0,-4743.5,-32381.4,-922.4,-11823.5,-60386.8,-38566.2,-7782.3,-3049.5,-4820.4,-4088.3,-34920.8,-1166.2,-1120.3,-699.5,-1572.3,-748.8,-12215.7,-16548.6,-20353.0,-6657.7,-7113.5,-6817.2,-3424.9,-1674.8,-14486.3
2015-01-01 22:00:00,-1167.7,-8045.7,-8747.8,-5313.0,-1849.6,-6687.8,-934.8,-6398.3,-49307.2,-4406.5,-30442.3,-842.7,-11605.0,-61365.7,-35827.9,-7156.8,-2805.0,-4592.7,-3926.8,-32150.399999999998,-1035.1,-1079.2,-616.9,-1777.2,-715.0,-11479.5,-15991.7,-18967.6,-6447.3,-6583.7,-6691.3,-3275.1,-1568.5,-13729.5
2015-01-01 23:00:00,-923.3,-7514.2,-8737.5,-4917.2,-1648.4,-6409.3,-863.7,-6031.3,-45568.7,-4094.5,-27879.8,-774.0,-11262.3,-61571.8,-32730.199999999997,-6383.1,-2408.7,-4357.8,-3866.9,-29509.5,-947.5,-1073.1,-546.5,-1814.0,-716.0,-10824.0,-15297.2,-17686.4,-5931.8,-6107.5,-6492.3,-3130.7,-1460.5,-12971.400000000001
2015-01-02 00:00:00,-779.9,-8363.9,-10213.7,-4437.2,-1348.4,-7235.8,-836.3,-7753.1,-59058.5,-4788.4,-33387.2,-1001.3,-11670.0,-59716.7,-32948.0,-6432.8,-2159.6,-5120.7,-4111.0,-28731.899999999998,-1163.1,-1273.8999999999999,-735.3,-1714.9,-628.8,-12189.8,-17975.5,-22172.9,-5776.8,-5770.1,-6166.6,-3291.2,-1751.5,-16080.7
2015-01-02 01:00:00,-671.1,-7993.2,-9710.6,-4079.8,-1223.1,-7075.4,-749.2,-7764.6,-56448.3,-4583.1,-30524.5,-969.9,-11449.3,-57717.1,-31295.3,-6341.0,-2071.2,-4899.4,-3876.3,-25864.8,-1127.5,-1253.6,-708.9,-1533.7,-563.4,-11627.7,-17474.1,-21103.9,-5305.1,-5570.1,-5703.1,-3131.2,-1652.5,-15708.2
2015-01-02 02:00:00,-619.5,-7732.4,-9292.0,-3882.1,-1151.0,-6883.8,-694.6,-7638.2,-55068.0,-4487.2,-28728.1,-953.5,-11353.9,-56220.6,-30185.9,-6090.5,-2015.3,-4651.9,-3712.8,-24081.600000000002,-1111.6,-1207.4,-694.8,-1381.3,-514.8,-11247.6,-17187.8,-20390.3,-4967.5,-5479.2,-5281.0,-3033.0,-1600.0,-15488.3
2015-01-02 03:00:00,-597.2,-7568.4,-9023.0,-3792.1,-1122.4,-6753.9,-665.3,-7492.7,-54946.6,-4469.6,-27855.3,-953.1,-11417.5,-53532.4,-28789.4,-5924.3,-1977.7,-4529.8,-3619.9,-23174.800000000003,-1117.8,-1200.2,-706.4,-1291.8,-488.9,-11066.1,-17053.0,-20100.9,-4803.6,-5443.9,-4979.6,-3010.2,-1580.4,-15461.7
2015-01-02 04:00:00,-606.2,-7825.6,-8974.5,-3791.7,-1134.2,-6549.2,-658.4,-7564.4,-55906.7,-4525.5,-27554.3,-989.9,-11768.1,-53044.6,-27628.300000000003,-5982.6,-2001.6,-4618.4,-3575.7,-23051.7,-1181.1,-1164.5,-750.9,-1258.0,-475.3,-11035.8,-17106.9,-20151.6,-4719.2,-5486.5,-4846.0,-3080.2,-1589.2,-15638.000000000002
2015-01-02 05:00:00,-689.0,-8690.9,-9329.9,-3946.1,-1224.2,-6725.3,-684.3,-8000.0,-58981.8,-4807.1,-28146.6,-1129.9,-12641.0,-55226.1,-26816.3,-6491.1,-2113.4,-4978.9,-3588.1,-24746.5,-1424.9,-1175.8,-882.5,-1270.3,-482.1,-11373.7,-17599.9,-20815.1,-4770.4,-5649.3,-4984.8,-3257.3,-1703.8,-16381.2
2015-01-02 06:00:00,-926.3,-9910.7,-10321.5,-4449.7,-1433.2,-7222.1,-762.9,-9076.6,-66411.4,-5567.0,-30882.1,-1305.7,-13132.6,-60003.9,-27574.1,-7436.7,-2391.9,-5785.0,-3791.8,-30491.499999999996,-1662.8,-1198.0,-1052.7,-1353.9,-524.5,-12479.4,-19020.300000000003,-23315.9,-5052.5,-6081.1,-5487.4,-3706.6,-2019.7,-18134.2
2015-01-02 07:00:00,-1250.5,-10748.1,-11199.2,-5031.2,-1654.1,-8005.7,-868.6,-9620.6,-73525.5,-6406.0,-35920.3,-1421.7,-13402.0,-64218.2,-32308.2,-8015.5,-2689.3,-6103.0,-4287.0,-37579.8,-1800.0,-1296.1000000000001,-1165.4,-1379.0,-581.7,-14376.7,-20831.800000000003,-25362.3,-5492.3,-6748.1,-6026.4,-3907.5,-2226.1,-19842.8
2015-01-02 08:00:00,-1362.8,-11055.0,-11576.2,-5452.8,-1825.6,-8440.5,-940.3,-9759.6,-76366.9,-6655.299999999999,-39588.2,-1447.5,-13296.4,-67215.1,-38385.4,-8703.9,-2873.2,-6173.9,-4591.4,-42696.50000000001,-1845.6,-1378.6,-1207.1,-1479.8,-644.3,-15620.5,-21401.0,-26336.9,-6186.7,-7068.4,-6354.3,-4043.4,-2297.6,-20211.7
2015-01-02 09:00:00,-1370.7,-11168.5,-11659.1,-5633.8,-1896.9,-8502.4,-953.3,-9922.6,-76838.0,-6659.5,-41172.3,-1451.1,-13155.9,-68683.2,-40137.3,-8968.1,-2948.7,-6254.3,-4672.2,-45470.700000000004,-1848.4,-1391.5,-1213.8,-1552.9,-678.2,-16005.4,-21220.2,-27000.6,-6847.4,-7178.5,-6521.7,-4113.7,-2301.8,-20144.7
2015-01-02 10:00:00,-1340.1,-11253.9,-11658.1,-5553.2,-1904.0,-8513.2,-951.7,-9923.7,-77826.0,-6691.200000000001,-42100.4,-1444.1,-13080.5,-69576.7,-40697.6,-9100.9,-2934.1,-6305.2,-4745.1,-46013.7,-1835.4,-1383.3999999999999,-1197.4,-1581.2,-685.1,-16067.0,-21107.2,-27095.3,-7054.5,-7141.3,-6528.5,-4095.7,-2279.9,-20239.9
2015-01-02 11:00:00,-1305.6,-11139.0,-11735.3,-5432.4,-1894.2,-8410.7,-966.7,-9902.4,-78635.4,-6627.1,-41935.0,-1418.4,-13022.8,-70013.4,-40491.5,-9163.3,-2963.0,-6354.6,-4773.5,-45740.799999999996,-1798.1,-1417.3000000000002,-1153.4,-1589.9,-681.1,-16054.7,-20921.6,-27301.7,-7164.9,-7032.6,-6478.3,-4102.1,-2279.9,-20165.7
2015-01-02 12:00:00,-1296.2,-10816.1,-11533.7,-5250.3,-1867.7,-8136.1,-972.8,-9963.9,-78062.9,-6525.1,-41336.0,-1439.8,-12985.8,-70983.5,-40288.100000000006,-9086.4,-2923.7,-6368.3,-4804.2,-42876.2,-1806.2,-1422.6000000000001,-1171.7,-1574.9,-672.0,-15880.2,-20793.6,-27298.3,-7116.0,-6975.7,-6358.0,-4060.7,-2251.4,-20000.5
2015-01-02 13:00:00,-1315.2,-10737.5,-11538.5,-5166.3,-1914.5,-8151.7,-967.2,-9982.8,-77286.9,-6516.9,-41133.2,-1430.4,-12974.3,-69626.0,-40480.0,-8723.8,-2837.1,-6300.8,-4774.4,-42147.6,-1794.4,-1387.9,-1167.8,-1560.7,-659.8,-15917.5,-20702.300000000003,-27551.6,-6926.1,-6985.1,-6240.2,-4073.7,-2282.7,-19924.5
2015-01-02 14:00:00,-1331.6,-10702.2,-11432.4,-5102.6,-1903.0,-8107.7,-971.7,-9911.6,-76248.7,-6464.700000000001,-39873.3,-1441.3,-13071.8,-68324.0,-40577.7,-8866.300000000001,-2762.3,-6292.4,-4752.9,-43212.3,-1788.5,-1405.8,-1174.0,-1554.1,-653.4,-15893.9,-20829.6,-27355.7,-6915.4,-6918.6,-6121.9,-4052.0,-2227.5,-19967.0
2015-01-02 15:00:00,-1351.8,-10725.7,-11347.4,-5121.7,-1872.3,-8019.5,-980.9,-9991.7,-75462.6,-6377.9,-39095.0,-1471.3,-13304.1,-66726.7,-40523.5,-8849.699999999999,-2717.1,-6340.3,-4789.8,-43372.5,-1815.9,-1349.6,-1212.2,-1554.2,-656.4,-15824.8,-20894.6,-27228.4,-6791.3,-6858.8,-6145.9,-4039.0,-2200.8,-20275.4
2015-01-02 16:00:00,-1428.5,-11184.7,-11371.7,-5263.7,-1943.6,-8092.0,-1005.2,-9971.4,-75862.2,-6614.2,-38886.8,-1485.1,-13441.7,-67107.2,-41167.1,-9103.2,-2874.6,-6502.5,-4966.5,-44194.4,-1884.0,-1362.8,-1245.3,-1642.2,-693.8,-16025.3,-21196.6,-28335.9,-6825.6,-6975.2,-6582.2,-4132.5,-2256.5,-20660.7
2015-01-02 17:00:00,-1559.8,-11564.4,-12004.3,-5695.7,-2095.3,-8466.5,-1128.1,-10150.3,-79546.1,-7156.799999999999,-39492.0,-1461.5,-13442.5,-71687.5,-44458.3,-9933.6,-3224.4,-6644.0,-5335.2,-47462.399999999994,-1869.1,-1392.7,-1233.1,-1751.4,-748.5,-16782.2,-21281.5,-29127.0,-7353.7,-7433.1,-7038.2,-4265.9,-2371.3,-20925.399999999998
2015-01-02 18:00:00,-1584.2,-11340.4,-12255.5,-6098.8,-2061.2,-8702.2,-1193.4,-9994.8,-79959.6,-7004.1,-42023.6,-1424.4,-13507.5,-74587.2,-47113.5,-10057.2,-3240.3,-6575.4,-5380.1,-48105.100000000006,-1815.5,-1398.7,-1190.2,-1737.5,-757.7,-16490.0,-21189.9,-29048.5,-7908.0,-7638.8,-7096.7,-4215.4,-2399.4,-20596.0
2015-01-02 19:00:00,-1575.5,-10704.6,-11823.7,-6067.2,-2024.6,-8454.0,-1184.9,-9901.7,-78012.9,-6610.1,-43789.2,-1379.4,-13373.1,-72922.6,-46910.799999999996,-9950.5,-3225.8,-6487.2,-5211.9,-47139.100000000006,-1746.5,-1423.8999999999999,-1151.4,-1724.9,-751.1,-16108.0,-20999.9,-29034.7,-8033.6,-7582.5,-7064.2,-4177.3,-2396.8,-20098.2
2015-01-02 20:00:00,-1515.0,-10052.9,-11271.5,-5785.0,-1946.1,-8053.1,-1143.6,-9531.4,-73706.0,-6223.2,-43983.5,-1313.9,-12897.1,-68509.7,-45351.9,-9367.5,-3106.1,-6269.3,-5010.1,-44412.49999999999,-1636.4,-1382.9,-1081.7,-1677.8,-736.5,-15449.9,-20600.2,-28329.2,-7840.0,-7436.2,-6916.9,-4059.7,-2301.9,-19350.9
2015-01-02 21:00:00,-1380.3,-9444.3,-10751.9,-5507.8,-1855.1,-7844.4,-1103.1,-8954.7,-70469.6,-5897.1,-43298.4,-1218.5,-12930.2,-65262.4,-43147.2,-8582.199999999999,-3112.2,-6040.8,-4781.6,-41245.600000000006,-1471.1,-1366.2,-981.5,-1659.2,-715.6,-14675.4,-20173.5,-26853.1,-7438.1,-7098.7,-6753.6,-3828.2,-2135.5,-18560.600000000002
2015-01-02 22:00:00,-1169.4,-9372.0,-10985.7,-5345.9,-1742.5,-7755.1,-1034.5,-8428.0,-67993.0,-5498.0,-40689.1,-1127.7,-12617.2,-65633.6,-40256.299999999996,-7966.799999999999,-2873.0,-5802.8,-4501.5,-37171.1,-1324.3,-1305.4,-877.2,-1843.3,-686.6,-13832.1,-19526.2,-25341.9,-7068.4,-6586.8,-6634.8,-3644.5,-2016.7,-17634.9
2015-01-02 23:00:00,-929.9,-8847.3,-10973.8,-4962.4,-1551.1,-7466.7,-950.8,-8003.1,-63626.4,-5129.7,-37259.8,-1049.7,-12104.8,-65479.2,-36996.6,-7206.0,-2484.8,-5557.4,-4395.3,-33385.7,-1226.1,-1309.1,-788.5,-1876.5,-687.4,-13082.5,-18719.9,-23948.4,-6423.4,-6126.9,-6446.3,-3468.3,-1896.3,-16711.7
2015-01-03 00:00:00,-790.0,-8255.4,-10501.6,-4431.1,-1320.1,-7042.5,-817.1,-7428.4,-58930.5,-4769.7,-33197.5,-1004.4,-11615.3,-62931.0,-41230.8,-6336.3,-2080.0,-5032.9,-4283.3,-31549.899999999998,-1282.7,-1276.6,-817.3,-1653.7,-665.9,-12329.1,-18211.0,-21222.0,-5462.3,-6551.6,-5874.5,-3478.9,-1679.9,-16179.6
2015-01-03 01:00:00,-680.1,-7886.7,-10001.3,-4073.4,-1191.1,-6881.9,-733.2,-7439.8,-56315.9,-4564.5,-30359.9,-973.1,-11396.6,-60872.1,-39401.7,-6246.1,-1994.1,-4817.8,-4040.7,-28438.1,-1251.9,-1256.1000000000001,-794.4,-1472.0,-597.0,-11756.2,-17706.0,-20100.1,-5065.0,-6289.1,-5425.5,-3329.4,-1581.1,-15806.0
2015-01-03 02:00:00,-627.8,-7627.1,-9584.9,-3875.6,-1117.1,-6689.2,-680.5,-7313.4,-54933.4,-4468.8,-28579.3,-956.5,-11302.2,-59098.9,-38221.1,-6000.9,-1939.8,-4577.4,-3872.0,-26529.600000000002,-1237.8,-1209.8,-781.8,-1319.1,-545.8,-11369.7,-17418.0,-19357.1,-4811.3,-6171.3,-5016.8,-3237.1,-1528.6,-15585.399999999998
2015-01-03 03:00:00,-605.4,-7463.7,-9317.2,-3785.5,-1087.7,-6558.9,-652.1,-7167.7,-54812.0,-4451.200000000001,-27713.2,-956.2,-11366.6,-56189.0,-36647.700000000004,-5838.299999999999,-1903.2,-4458.5,-3776.3,-25584.4,-1242.3,-1202.5,-791.3,-1229.3,-518.5,-11186.0,-17282.8,-19065.1,-4667.1,-6126.9,-4724.9,-3214.4,-1509.0,-15558.899999999998
2015-01-03 04:00:00,-614.4,-7718.5,-9268.7,-3785.1,-1099.8,-6352.1,-645.3,-7239.6,-55774.1,-4506.9,-27414.8,-993.1,-11716.9,-55356.5,-35333.4,-5895.1,-1926.3,-4543.6,-3731.1,-25498.300000000003,-1294.7,-1166.9,-828.5,-1195.4,-504.2,-11156.7,-17338.300000000003,-19133.7,-4594.0,-6185.5,-4595.3,-3277.4,-1517.7,-15736.1
2015-01-03 05:00:00,-698.1,-8576.9,-9621.7,-3939.7,-1192.3,-6531.8,-670.0,-7675.4,-58854.8,-4788.1,-28000.0,-1133.1,-12589.4,-57700.5,-34384.399999999994,-6392.099999999999,-2034.8,-4891.9,-3744.2,-27421.5,-1498.5,-1178.1,-939.7,-1207.7,-511.3,-11503.6,-17836.4,-19854.4,-4654.3,-6403.3,-4729.4,-3439.3,-1632.1,-16482.8
2015-01-03 06:00:00,-938.1,-9787.2,-10607.2,-4443.7,-1407.2,-7037.4,-745.1,-8753.1,-66297.8,-5547.0,-30706.7,-1308.9,-13081.7,-63861.9,-35360.299999999996,-7316.400000000001,-2305.0,-5671.1,-3955.7,-33868.6,-1697.5,-1200.5,-1083.5,-1291.7,-556.2,-12636.4,-19271.6,-22549.2,-4900.5,-6979.2,-5215.0,-3851.1,-1947.7,-18243.7
2015-01-03 07:00:00,-1266.0,-10618.5,-11479.7,-5025.6,-1634.3,-7833.1,-846.5,-9297.5,-73424.7,-6384.9,-35696.2,-1425.0,-13350.5,-69205.3,-41122.899999999994,-7882.9,-2593.6,-5979.0,-4469.3,-41756.6,-1812.6,-1298.8,-1179.1,-1316.8,-616.4,-14578.3,-21100.0,-24738.9,-5268.6,-7866.0,-5736.6,-4036.3,-2153.8,-19959.6
2015-01-03 08:00:00,-1379.5,-10923.4,-11854.6,-5447.6,-1810.7,-8274.1,-915.4,-9436.7,-76271.1,-6633.9,-39328.4,-1450.7,-13245.1,-71622.7,-48515.0,-8556.3,-2772.1,-6048.0,-4784.8,-47438.9,-1851.2,-1381.7,-1214.6,-1417.9,-682.5,-15850.9,-21673.6,-25775.5,-5829.2,-8291.0,-6054.0,-4162.1,-2225.2,-20329.8
2015-01-03 09:00:00,-1387.4,-11036.3,-11937.0,-5628.8,-1883.9,-8336.6,-927.9,-9599.9,-76743.3,-6637.9,-40900.1,-1454.3,-13102.2,-72381.5,-50646.4,-8814.9,-2845.3,-6126.0,-4868.9,-50512.3,-1853.3,-1394.4,-1220.1,-1491.2,-718.2,-16245.0,-21491.6,-26482.6,-6422.6,-8436.7,-6215.9,-4227.2,-2229.4,-20262.600000000002
2015-01-03 10:00:00,-1356.5,-11120.9,-11935.7,-5548.2,-1891.2,-8347.9,-926.4,-9600.8,-77733.3,-6669.6,-41822.4,-1447.4,-13025.6,-72559.2,-51388.2,-8945.1,-2831.2,-6175.0,-4945.2,-51117.09999999999,-1841.9,-1386.6000000000001,-1206.0,-1519.7,-725.5,-16309.2,-21378.2,-26586.4,-6678.8,-8387.3,-6222.5,-4210.6,-2207.6,-20358.1
2015-01-03 11:00:00,-1321.6,-11006.5,-12012.2,-5427.2,-1881.2,-8244.6,-940.6,-9579.7,-78544.4,-6605.6,-41659.9,-1421.6,-12968.4,-73201.0,-51215.9,-9006.2,-2859.2,-6222.5,-4975.4,-50834.299999999996,-1810.3,-1420.4,-1168.5,-1528.4,-721.3,-16298.0,-21191.199999999997,-26816.4,-6873.6,-8243.7,-6173.6,-4215.7,-2207.5,-20283.899999999998
2015-01-03 12:00:00,-1312.1,-10686.0,-11811.7,-5245.1,-1854.0,-7966.1,-946.3,-9641.1,-77971.0,-6503.6,-41066.5,-1443.0,-12933.7,-73261.4,-51016.0,-8931.1,-2821.1,-6235.4,-5007.5,-47659.399999999994,-1816.9,-1425.6999999999998,-1183.9,-1513.4,-711.8,-16120.3,-21061.8,-26819.0,-6884.2,-8168.7,-6057.1,-4177.2,-2179.1,-20118.1
2015-01-03 13:00:00,-1331.3,-10608.1,-11816.5,-5160.9,-1902.1,-7981.6,-941.0,-9660.0,-77193.5,-6495.4,-40866.0,-1433.7,-12923.1,-72459.1,-51214.0,-8576.9,-2737.1,-6170.3,-4976.4,-46829.8,-1807.2,-1390.8999999999999,-1180.6,-1499.1,-698.8,-16157.8,-20969.1,-27086.7,-6745.3,-8180.6,-5943.4,-4189.6,-2210.3,-20041.5
2015-01-03 14:00:00,-1348.0,-10573.4,-11711.2,-5097.1,-1890.2,-7935.9,-945.5,-9588.8,-76153.3,-6443.4,-39619.2,-1444.5,-13021.3,-71775.8,-51259.0,-8715.9,-2664.5,-6162.7,-4953.7,-47981.899999999994,-1802.7,-1408.8999999999999,-1186.1,-1492.5,-692.0,-16132.4,-21096.4,-26866.2,-6835.1,-8090.7,-5829.2,-4170.5,-2155.2,-20084.2
