,ALB,AUT,BEL,BGR,BIH,CHE,CYP,CZE,DEU,DNK,ESP,EST,FIN,FRA,GBR,GRC,HRV,HUN,IRL,ITA,LTU,LUX,LVA,MKD,MNE,NLD,NOR,POL,PRT,ROU,SRB,SVK,SVN,SWE
2015-01-26 14:00:00,-1522.0,-11364.4,-12624.3,-5934.4,-2248.7,-8758.0,-1019.6,-10684.3,-80347.3,-6864.9,-38619.9,-1478.3,-13678.1,-73287.0,-51499.2,-8998.400000000001,-2978.1,-6388.2,-4922.0,-53367.40000000001,-1901.2,-1435.0,-1242.8,-1670.1,-770.7,-17391.7,-25096.7,-28432.1,-7964.7,-8467.3,-6219.5,-4431.2,-2369.9,-23453.0
2015-01-26 15:00:00,-1544.9,-11389.4,-12538.8,-5953.8,-2216.7,-8670.4,-1029.7,-10764.7,-79629.2,-6778.2,-37884.6,-1508.5,-13902.6,-71390.5,-51450.8,-8981.7,-2935.2,-6437.2,-4960.0,-53551.8,-1925.4,-1378.9,-1277.7,-1670.2,-774.1,-17317.3,-25176.7,-28296.0,-7876.3,-8387.4,-6241.7,-4419.4,-2343.1,-23802.5
2015-01-26 16:00:00,-1631.8,-11873.5,-12563.3,-6097.0,-2291.0,-8742.6,-1056.0,-10744.3,-80001.4,-7014.5,-37682.5,-1522.2,-14040.9,-70935.6,-52212.0,-9240.6,-3084.5,-6603.0,-5142.4,-54471.30000000001,-1986.8,-1391.6000000000001,-1308.3,-1757.5,-815.1,-17534.7,-25530.3,-29481.1,-7815.7,-8542.6,-6645.4,-4504.1,-2398.9,-24225.8
2015-01-26 17:00:00,-1780.5,-12271.2,-13199.9,-6532.9,-2448.7,-9116.0,-1189.0,-10924.2,-83381.2,-7557.099999999999,-38251.9,-1498.6,-14048.9,-73083.6,-56130.9,-10087.4,-3415.9,-6747.3,-5522.4,-58108.1,-1974.8,-1422.0,-1297.4,-1866.1,-875.0,-18356.1,-25616.1,-30316.6,-7950.7,-9152.2,-7068.0,-4626.4,-2514.0,-24505.999999999996
2015-01-26 18:00:00,-1808.0,-12030.7,-13452.6,-6939.7,-2413.3,-9351.6,-1259.3,-10768.0,-83804.8,-7404.6,-40647.1,-1461.5,-14134.0,-77413.6,-59211.5,-10211.7,-3431.0,-6676.8,-5568.1,-58771.8,-1929.4,-1428.8000000000002,-1258.8,-1852.3,-885.0,-18023.4,-25479.9,-30217.2,-8664.1,-9424.4,-7123.3,-4582.8,-2542.1,-24128.5
2015-01-26 19:00:00,-1798.2,-11356.7,-13017.9,-6907.6,-2375.2,-9106.1,-1249.8,-10674.6,-82063.2,-7010.900000000001,-42323.9,-1416.5,-14014.6,-75434.7,-58865.6,-10102.7,-3417.5,-6586.3,-5394.2,-57654.50000000001,-1869.3,-1453.6,-1223.6,-1839.8,-877.6,-17598.3,-25245.0,-30192.7,-8800.2,-9347.7,-7094.0,-4549.5,-2539.4,-23570.1
2015-01-26 20:00:00,-1729.8,-10667.7,-12462.1,-6622.7,-2293.6,-8708.1,-1205.1,-10302.6,-78163.3,-6624.3,-42507.5,-1350.7,-13548.2,-71354.9,-56910.2,-9507.6,-3304.1,-6363.5,-5185.6,-54573.5,-1770.7,-1411.9,-1159.7,-1792.9,-861.6,-16874.2,-24775.8,-29433.7,-8664.8,-9151.8,-6957.9,-4443.6,-2444.3,-22737.3
2015-01-26 21:00:00,-1577.1,-10023.1,-11939.2,-6342.7,-2199.0,-8501.5,-1161.0,-9723.4,-75244.7,-6298.0,-41858.2,-1255.0,-13571.3,-68465.9,-54106.8,-8706.7,-3309.9,-6129.7,-4949.4,-50964.600000000006,-1622.0,-1394.0,-1067.8,-1774.6,-838.6,-16020.0,-24272.4,-27843.4,-8330.7,-8699.8,-6807.6,-4235.3,-2277.4,-21859.3
2015-01-26 22:00:00,-1338.3,-9944.0,-12174.6,-6179.2,-2081.8,-8413.7,-1086.2,-9194.4,-73016.5,-5899.4,-39389.0,-1164.0,-13230.7,-69404.3,-50437.399999999994,-8079.8,-3083.4,-5886.0,-4659.6,-46317.4,-1487.3,-1333.0,-971.7,-1957.3,-806.8,-15090.3,-23520.800000000003,-26212.1,-7861.7,-8014.2,-6698.6,-4070.8,-2158.1,-20828.2
2015-01-26 23:00:00,-1067.0,-9388.2,-12162.8,-5792.0,-1882.6,-8127.9,-995.2,-8767.7,-69067.9,-5531.2,-36136.9,-1085.8,-12707.4,-69168.8,-46345.799999999996,-7304.6,-2715.8,-5635.0,-4549.6,-42002.899999999994,-1397.5,-1336.0,-890.2,-1990.2,-807.6,-14264.9,-22582.9,-24710.9,-7201.5,-7398.4,-6524.8,-3912.5,-2037.3,-19801.2
2015-01-27 00:00:00,-885.3,-8758.1,-10598.2,-5119.2,-1672.7,-7214.8,-902.0,-7872.2,-59289.9,-4952.6,-33535.6,-1051.5,-12602.5,-64875.3,-38119.1,-6830.799999999999,-2366.1,-5129.9,-4228.8,-34947.0,-1271.0,-1238.7,-828.0,-1835.8,-727.2,-12862.3,-20669.7,-22211.9,-6876.4,-6928.9,-6214.3,-3664.1,-1830.1,-18120.8
2015-01-27 01:00:00,-772.9,-8368.2,-10010.5,-4776.4,-1545.8,-7061.9,-804.4,-7735.4,-56666.1,-4745.7,-30716.0,-1011.9,-12427.4,-62626.7,-36492.4,-6737.3,-2211.4,-4901.9,-3967.8,-32103.199999999997,-1231.5,-1188.5,-796.1,-1670.9,-665.0,-12177.5,-20152.699999999997,-21112.4,-6259.1,-6696.4,-5851.6,-3505.6,-1734.0,-17665.100000000002
2015-01-27 02:00:00,-717.8,-8068.4,-9553.2,-4591.5,-1456.1,-6919.0,-742.0,-7737.8,-55087.3,-4605.2,-28557.9,-995.5,-12335.5,-60711.5,-35202.4,-6492.400000000001,-2147.0,-4645.7,-3788.5,-30308.1,-1209.9,-1153.9,-778.6,-1529.7,-607.5,-11718.1,-19821.6,-20434.6,-5841.0,-6571.6,-5513.4,-3412.4,-1672.4,-17407.2
2015-01-27 03:00:00,-696.4,-7885.9,-9263.3,-4491.5,-1423.8,-6827.2,-710.4,-7688.7,-54440.3,-4556.1,-27388.3,-989.6,-12339.1,-57612.9,-33545.1,-6282.400000000001,-2102.3,-4507.8,-3665.8,-29315.5,-1208.4,-1081.6,-778.6,-1443.9,-578.2,-11466.1,-19648.5,-20140.4,-5618.2,-6494.2,-5288.2,-3401.2,-1645.9,-17323.5
2015-01-27 04:00:00,-709.4,-7904.1,-9077.5,-4462.2,-1424.3,-6556.4,-698.7,-7677.7,-54320.4,-4559.6,-26807.9,-999.6,-12404.9,-56051.3,-32177.199999999997,-6239.7,-2104.5,-4535.8,-3591.0,-28895.9,-1228.9,-1042.4,-804.6,-1402.8,-557.1,-11360.1,-19559.0,-20049.7,-5507.5,-6504.4,-5157.6,-3421.0,-1645.6,-17316.7
2015-01-27 05:00:00,-792.6,-8243.0,-9071.9,-4515.6,-1484.4,-6568.0,-702.4,-7647.4,-54144.4,-4643.6,-26734.7,-1049.7,-12689.2,-56647.2,-31035.4,-6450.6,-2175.9,-4680.6,-3566.5,-29433.499999999996,-1310.2,-1044.8,-858.3,-1410.9,-560.7,-11475.2,-19698.8,-20171.0,-5486.1,-6595.4,-5188.2,-3450.4,-1670.0,-17607.3
2015-01-27 06:00:00,-987.2,-8660.9,-9295.4,-4666.3,-1623.9,-6523.1,-703.0,-7976.3,-54673.0,-4906.4,-27379.7,-1111.2,-12858.7,-58410.1,-31088.7,-6826.4,-2314.4,-5030.7,-3647.1,-32154.699999999993,-1411.6,-1048.0,-938.7,-1456.2,-596.1,-11916.2,-20056.0,-21135.4,-5587.8,-6775.4,-5386.7,-3577.1,-1830.5,-18225.3
2015-01-27 07:00:00,-1273.4,-9398.2,-9563.3,-4962.1,-1822.7,-6526.0,-768.3,-8287.1,-57985.0,-5278.4,-29012.5,-1181.8,-13123.3,-60639.8,-33362.9,-7448.2,-2432.5,-5311.4,-3805.1,-36370.5,-1496.4,-1086.2,-1012.0,-1446.1,-634.8,-12774.2,-20616.2,-22165.9,-5655.5,-7109.7,-5687.3,-3697.7,-1968.8,-19027.1
2015-01-27 08:00:00,-1506.8,-9920.9,-10150.7,-5480.5,-2049.1,-6916.1,-861.7,-8570.5,-61808.7,-5692.299999999999,-30922.9,-1249.5,-13208.2,-63824.2,-36569.8,-8292.800000000001,-2678.7,-5546.0,-3948.3,-39769.6,-1599.2,-1141.6,-1075.4,-1538.0,-713.3,-13834.4,-21477.1,-23429.6,-6112.0,-7497.2,-6066.9,-3874.4,-2144.7,-19760.6
2015-01-27 09:00:00,-1598.1,-10195.7,-10626.6,-5803.1,-2204.0,-7205.7,-928.0,-9080.3,-64985.4,-5982.7,-34032.7,-1298.9,-13157.0,-66801.3,-40070.5,-8718.4,-2856.5,-5767.3,-4219.9,-42935.3,-1670.3,-1164.5,-1117.9,-1626.7,-762.4,-14740.3,-22190.6,-24693.7,-6853.1,-7776.6,-6331.5,-4079.7,-2201.1,-20485.399999999998
2015-01-27 10:00:00,-1605.5,-10346.3,-10921.1,-5870.4,-2238.4,-7286.3,-953.4,-9385.6,-66932.8,-6127.2,-36672.3,-1316.6,-13155.2,-66873.3,-43092.6,-8902.6,-2908.9,-5897.6,-4430.3,-43471.600000000006,-1697.1,-1242.1,-1125.8,-1668.1,-783.0,-15160.7,-22696.3,-25326.8,-7169.4,-7887.2,-6404.4,-4155.8,-2242.2,-21017.7
2015-01-27 11:00:00,-1589.6,-10261.0,-11105.5,-5804.1,-2232.8,-7249.1,-969.4,-9476.3,-68114.0,-6101.4,-36869.9,-1321.5,-13139.2,-67154.6,-44083.299999999996,-8991.9,-2937.0,-5989.4,-4526.7,-42675.9,-1702.2,-1244.6000000000001,-1117.3,-1677.6,-786.3,-15166.2,-22751.0,-25601.4,-7240.9,-7817.2,-6383.9,-4226.2,-2253.3,-21131.8
2015-01-27 12:00:00,-1593.7,-9920.2,-11096.2,-5647.1,-2198.1,-7257.9,-993.4,-9414.8,-67582.1,-6046.700000000001,-36139.1,-1323.1,-13171.9,-68389.3,-44138.399999999994,-8935.5,-2898.9,-5960.1,-4566.8,-40836.200000000004,-1697.1,-1303.6999999999998,-1114.0,-1671.4,-778.5,-15025.4,-22630.1,-25445.7,-7253.8,-7689.5,-6358.0,-4167.2,-2221.2,-21077.300000000003
2015-01-27 13:00:00,-1605.9,-9754.5,-10881.7,-5520.3,-2249.2,-7331.1,-1005.2,-9379.5,-65878.8,-5974.0,-35966.0,-1324.2,-13232.9,-65799.3,-43916.0,-8567.7,-2801.1,-5797.1,-4545.8,-39039.4,-1674.1,-1269.6,-1112.9,-1659.5,-770.5,-14831.8,-22442.0,-25583.7,-7044.3,-7618.3,-6272.7,-4099.5,-2140.6,-20925.8
2015-01-27 14:00:00,-1597.8,-9729.3,-10628.7,-5402.6,-2210.4,-7313.0,-983.1,-9274.3,-64539.4,-5891.4,-35229.3,-1337.5,-13483.1,-63316.8,-43434.5,-8707.8,-2706.9,-5703.7,-4464.0,-38186.5,-1666.5,-1246.1,-1112.5,-1654.0,-765.3,-14751.8,-22386.6,-25132.1,-6870.7,-7529.6,-6196.1,-4004.5,-2076.7,-20841.899999999998
2015-01-27 15:00:00,-1600.2,-9795.5,-10500.3,-5390.8,-2179.9,-7330.9,-989.1,-9281.6,-63866.6,-5897.6,-33825.6,-1398.0,-13861.0,-61420.6,-43035.5,-8684.8,-2678.8,-5702.3,-4438.6,-37871.8,-1727.4,-1230.9,-1153.5,-1666.5,-769.5,-14680.3,-22441.1,-25023.8,-6713.2,-7522.3,-6209.7,-4010.9,-2064.1,-21167.6
2015-01-27 16:00:00,-1672.4,-10163.6,-10546.5,-5592.6,-2250.0,-7422.0,-1020.2,-9347.2,-64853.4,-6243.1,-33127.9,-1436.6,-14159.0,-61208.5,-43645.4,-8895.5,-2831.9,-5917.0,-4578.1,-38779.7,-1823.6,-1231.6000000000001,-1205.0,-1752.3,-803.7,-14947.6,-22923.5,-26037.3,-6585.7,-7760.3,-6520.0,-4167.6,-2099.0,-21917.0
2015-01-27 17:00:00,-1816.8,-10521.5,-11169.1,-6072.9,-2413.4,-7882.1,-1148.1,-9412.9,-68899.7,-6866.5,-33381.6,-1418.1,-14259.5,-63262.4,-47050.8,-9710.099999999999,-3180.8,-6075.6,-5023.0,-43232.299999999996,-1819.3,-1267.2,-1198.9,-1849.4,-861.3,-15937.2,-23373.3,-26720.0,-6957.7,-8363.4,-6832.4,-4241.7,-2206.6,-22341.5
2015-01-27 18:00:00,-1829.6,-10260.3,-11541.0,-6351.6,-2394.4,-8113.0,-1215.5,-9374.8,-70046.7,-6785.599999999999,-36258.8,-1390.7,-14211.3,-68414.0,-51681.8,-9801.7,-3217.2,-6007.6,-5130.8,-45545.6,-1784.1,-1335.3999999999999,-1170.4,-1838.5,-868.9,-16051.8,-23379.5,-26577.5,-8270.7,-8676.8,-6860.7,-4206.2,-2236.3,-22040.600000000002
2015-01-27 19:00:00,-1802.6,-9834.9,-11204.5,-6252.7,-2337.3,-7874.4,-1202.4,-9156.9,-68105.5,-6331.799999999999,-38265.3,-1346.6,-13923.7,-67517.8,-51420.4,-9560.0,-3195.4,-5937.5,-4958.1,-45629.00000000001,-1719.1,-1351.7,-1143.2,-1819.4,-859.1,-15629.9,-22940.1,-26389.3,-8683.9,-8585.3,-6811.5,-4153.5,-2216.3,-21390.3
2015-01-27 20:00:00,-1739.5,-9402.3,-10751.6,-5966.1,-2256.7,-7487.6,-1148.4,-8939.5,-64386.9,-5963.3,-38931.0,-1297.1,-13580.2,-64495.9,-48775.1,-9049.0,-3103.3,-5752.0,-4743.6,-43116.49999999999,-1634.4,-1317.4,-1089.7,-1773.4,-844.5,-15023.5,-22405.5,-25727.5,-8605.9,-8366.9,-6715.2,-4091.2,-2142.3,-20650.4
2015-01-27 21:00:00,-1598.6,-9012.3,-10337.3,-5667.9,-2134.9,-7304.7,-1113.3,-8452.5,-62247.2,-5688.3,-38861.0,-1229.0,-13722.2,-61839.6,-46272.0,-8395.5,-3091.6,-5564.4,-4552.9,-40391.299999999996,-1522.2,-1290.0,-1008.8,-1732.2,-819.1,-14332.4,-21992.1,-24414.5,-8183.0,-7959.7,-6539.5,-3927.0,-2027.6,-19907.2
2015-01-27 22:00:00,-1396.5,-9069.8,-10530.8,-5606.3,-1997.7,-7308.0,-1066.8,-8186.1,-61594.2,-5393.7,-37283.4,-1161.4,-13470.4,-63751.3,-43664.3,-7882.2,-2927.9,-5369.1,-4338.4,-37626.00000000001,-1408.5,-1291.6,-927.4,-1870.3,-781.3,-13731.5,-21641.4,-23224.1,-7780.6,-7415.1,-6415.7,-3777.9,-1900.0,-19161.0
2015-01-27 23:00:00,-1138.2,-8650.7,-10663.3,-5329.9,-1848.9,-7146.6,-1007.5,-7903.5,-58695.8,-5129.7,-34811.4,-1101.5,-13017.5,-64806.4,-41076.0,-7198.5,-2619.7,-5150.2,-4345.4,-34912.1,-1313.0,-1281.5,-855.1,-1902.7,-766.4,-13072.6,-21203.5,-21945.9,-7154.1,-6907.2,-6304.5,-3634.3,-1797.4,-18423.2
2015-01-28 00:00:00,-903.8,-8038.7,-10252.2,-5084.2,-1537.6,-6976.0,-917.0,-7564.9,-54093.9,-4941.6,-32244.2,-1077.3,-12114.9,-62974.6,-38501.4,-6617.0,-2168.3,-4812.6,-4103.4,-31472.4,-1210.4,-1158.0,-804.8,-1784.7,-705.1,-12290.6,-19509.3,-20373.1,-6565.3,-6792.8,-6045.7,-3512.8,-1652.2,-16696.7
2015-01-28 01:00:00,-780.5,-7614.3,-9745.7,-4755.7,-1385.6,-6794.5,-819.4,-7421.4,-51693.0,-4728.5,-29296.2,-1041.1,-11874.6,-61160.9,-36872.8,-6467.7,-2087.4,-4618.2,-3865.1,-28643.299999999996,-1177.0,-1147.7,-776.5,-1611.4,-634.8,-11663.8,-19083.2,-19225.6,-5964.4,-6545.4,-5655.7,-3352.9,-1580.9,-16324.699999999999
2015-01-28 02:00:00,-717.8,-7413.0,-9339.9,-4562.4,-1289.7,-6650.1,-754.9,-7457.6,-50137.9,-4600.799999999999,-27038.8,-1010.3,-11761.7,-59334.4,-35350.3,-6053.2,-2031.1,-4371.8,-3680.5,-26932.800000000003,-1158.3,-1143.5,-764.6,-1451.4,-570.7,-11227.4,-18748.6,-18454.4,-5554.0,-6422.8,-5226.9,-3270.0,-1524.1,-16099.0
2015-01-28 03:00:00,-691.3,-7220.8,-9038.4,-4465.6,-1248.0,-6518.7,-717.6,-7412.3,-49339.6,-4547.5,-25787.2,-1006.1,-11745.3,-56116.0,-33484.4,-5722.0,-2016.1,-4205.0,-3546.2,-25800.500000000004,-1152.7,-1145.5,-767.9,-1342.4,-532.0,-10992.0,-18636.1,-18070.2,-5313.1,-6388.3,-4904.2,-3262.2,-1492.9,-16018.2
2015-01-28 04:00:00,-697.9,-7237.9,-8886.6,-4404.1,-1246.7,-6370.9,-702.0,-7360.9,-49119.9,-4533.3,-25123.0,-1012.3,-11819.9,-54430.3,-32004.2,-5649.6,-2003.6,-4192.8,-3472.0,-25252.9,-1167.0,-1146.8,-781.4,-1289.9,-513.4,-10870.6,-18579.3,-17918.8,-5191.4,-6384.3,-4757.5,-3252.0,-1479.2,-16052.599999999999
2015-01-28 05:00:00,-766.1,-7392.3,-8802.4,-4425.6,-1283.9,-6390.7,-700.4,-7312.6,-48610.7,-4598.6,-25178.2,-1043.2,-11998.3,-54348.8,-30784.6,-5836.8,-2055.3,-4256.5,-3440.3,-25555.800000000003,-1220.6,-1151.9,-816.7,-1285.8,-516.9,-10910.1,-18760.7,-17971.8,-5176.9,-6446.1,-4719.0,-3268.9,-1501.8,-16229.6
2015-01-28 06:00:00,-934.5,-7618.4,-8927.7,-4537.9,-1373.0,-6244.4,-687.2,-7551.0,-47761.8,-4753.7,-25628.0,-1100.0,-12118.0,-55261.7,-30472.8,-6114.099999999999,-2094.5,-4482.7,-3454.6,-26862.2,-1295.9,-1125.4,-871.7,-1327.7,-545.3,-11143.7,-19028.5,-18367.9,-5257.6,-6562.8,-4828.7,-3371.7,-1583.5,-16637.9
2015-01-28 07:00:00,-1193.7,-8231.2,-9026.8,-4744.2,-1512.9,-6194.2,-716.9,-7808.3,-49576.7,-5046.5,-26614.5,-1152.6,-12406.0,-56019.2,-31756.399999999998,-6578.9,-2042.4,-4738.9,-3525.7,-28512.8,-1353.6,-1128.2,-923.5,-1368.4,-632.2,-11631.1,-19369.0,-18811.2,-5190.7,-6775.6,-5073.7,-3466.2,-1702.1,-17256.199999999997
2015-01-28 08:00:00,-1436.7,-8766.3,-9421.5,-5228.6,-1727.5,-6456.5,-742.3,-8114.0,-52443.8,-5411.1,-27415.8,-1212.9,-12475.9,-58614.0,-33558.6,-7452.599999999999,-2212.3,-5063.2,-3592.3,-30634.4,-1438.4,-1185.2,-982.7,-1520.1,-705.3,-12314.0,-19992.7,-19632.4,-5430.9,-6985.3,-5459.8,-3672.4,-1872.8,-17829.0
2015-01-28 09:00:00,-1556.8,-9215.0,-9930.7,-5617.0,-1902.9,-6670.7,-765.7,-8701.7,-56111.3,-5684.3,-29675.3,-1270.1,-12592.1,-61790.0,-36222.1,-8310.699999999999,-2461.1,-5418.8,-3777.6,-33596.0,-1512.4,-1169.2,-1033.2,-1676.5,-777.2,-12973.6,-20465.3,-20896.0,-6092.0,-7167.7,-5840.6,-3929.7,-1994.1,-18460.899999999998
2015-01-28 10:00:00,-1581.0,-9545.3,-10254.1,-5781.0,-1992.7,-6736.4,-800.3,-9165.2,-59067.1,-5821.799999999999,-32345.7,-1295.0,-12723.1,-63792.6,-39766.200000000004,-8926.8,-2657.5,-5644.7,-4029.9,-35443.299999999996,-1546.4,-1229.1,-1051.5,-1781.0,-802.7,-13501.7,-20982.9,-21809.9,-6571.4,-7195.4,-6048.5,-4071.8,-2086.2,-18988.6
2015-01-28 11:00:00,-1575.5,-9614.9,-10522.2,-5793.9,-2005.8,-6763.8,-827.8,-9327.7,-61894.1,-5841.9,-33503.2,-1301.1,-12800.2,-64943.3,-42006.4,-9031.3,-2752.2,-5782.9,-4207.3,-36193.8,-1561.2,-1243.2,-1050.5,-1840.4,-834.5,-13796.3,-21069.5,-22213.5,-6899.5,-7174.7,-6137.8,-4130.6,-2132.2,-19272.7
2015-01-28 12:00:00,-1573.2,-9260.4,-10671.7,-5746.1,-1981.4,-6846.9,-825.4,-9241.8,-61639.7,-5804.3,-33388.4,-1302.1,-12814.5,-66717.5,-43042.5,-8748.6,-2708.1,-5734.5,-4360.1,-35923.600000000006,-1563.0,-1241.4,-1053.0,-1855.3,-821.2,-13963.4,-20906.6,-22323.7,-7048.9,-7162.4,-6060.1,-3993.0,-2059.0,-19286.4
2015-01-28 13:00:00,-1580.9,-9048.6,-10399.0,-5588.7,-1948.0,-6760.3,-817.3,-9176.4,-59854.3,-5779.5,-33772.8,-1302.3,-12847.4,-63763.8,-44064.5,-7933.799999999999,-2551.9,-5577.3,-4404.6,-33993.2,-1562.2,-1235.5,-1054.6,-1850.5,-820.2,-13899.5,-20880.5,-22605.9,-6698.6,-7129.4,-5987.0,-3889.1,-1957.7,-19239.3
2015-01-28 14:00:00,-1557.4,-8952.1,-10104.9,-5498.7,-1924.1,-6761.6,-810.9,-9170.2,-58388.4,-5757.2,-33703.9,-1329.5,-13052.0,-60694.8,-44272.899999999994,-8062.8,-2420.4,-5512.9,-4333.1,-33171.700000000004,-1565.9,-1216.9,-1067.0,-1837.9,-819.3,-13830.1,-21012.1,-22443.1,-6416.3,-7046.6,-5856.2,-3813.3,-1893.9,-19351.5
2015-01-28 15:00:00,-1562.8,-9026.1,-9970.8,-5550.9,-1958.7,-6732.6,-832.0,-9141.9,-57806.8,-5797.8,-32344.0,-1402.4,-13484.4,-58842.5,-44190.4,-8166.400000000001,-2380.4,-5508.7,-4276.1,-32684.0,-1629.2,-1165.5,-1124.7,-1822.8,-821.1,-13787.0,-21271.5,-22265.1,-6204.6,-7062.1,-5887.5,-3817.6,-1858.3,-19887.399999999998
2015-01-28 16:00:00,-1639.8,-9542.6,-10031.0,-5783.1,-2081.2,-6892.5,-874.3,-9234.7,-59077.0,-6220.1,-31640.5,-1453.2,-13715.4,-58948.1,-45232.600000000006,-8559.0,-2528.4,-5769.0,-4385.7,-33239.4,-1747.2,-1182.7,-1195.5,-1901.2,-851.5,-14092.8,-21743.5,-23658.3,-6117.8,-7341.8,-6232.5,-3962.3,-1904.7,-20895.899999999998
2015-01-28 17:00:00,-1796.7,-9913.6,-10811.0,-6350.6,-2230.0,-7422.8,-1031.6,-9453.0,-64271.9,-6910.799999999999,-31793.7,-1451.3,-13798.2,-61467.5,-49038.6,-9706.599999999999,-2855.8,-5962.2,-4779.7,-37799.3,-1756.4,-1234.1,-1202.8,-1985.4,-895.2,-15361.0,-22033.6,-24652.2,-6520.9,-8035.7,-6613.9,-4064.3,-2054.0,-21437.1
2015-01-28 18:00:00,-1822.6,-9997.0,-11332.9,-6673.0,-2215.5,-7777.0,-1123.9,-9522.0,-66232.4,-6852.2,-35020.2,-1437.0,-13878.7,-67215.3,-52438.6,-9907.7,-2910.5,-5953.8,-4884.9,-40314.6,-1736.6,-1285.1,-1185.7,-1979.2,-900.4,-15565.8,-22088.0,-24968.3,-7914.4,-8426.9,-6705.4,-4084.8,-2121.2,-21423.2
2015-01-28 19:00:00,-1808.5,-9719.2,-11268.4,-6569.4,-2178.9,-7729.2,-1130.1,-9440.0,-65052.9,-6464.8,-37438.9,-1398.5,-13723.8,-68462.7,-51716.200000000004,-9836.4,-2928.0,-5909.3,-4746.9,-41313.4,-1686.9,-1301.1000000000001,-1157.7,-1969.9,-888.0,-15338.8,-22003.8,-25131.0,-8446.3,-8427.9,-6708.3,-4065.1,-2156.4,-21022.6
2015-01-28 20:00:00,-1756.7,-9319.6,-10937.7,-6273.9,-2124.7,-7448.6,-1115.3,-9256.6,-62539.8,-6087.5,-38730.9,-1342.4,-13435.2,-66268.7,-49559.7,-9406.4,-2891.0,-5710.1,-4612.6,-40349.59999999999,-1603.8,-1338.3,-1104.7,-1930.2,-875.6,-14828.6,-21716.8,-24459.9,-8544.9,-8286.1,-6627.4,-4019.2,-2088.2,-20448.899999999998
2015-01-28 21:00:00,-1586.6,-9035.0,-10529.2,-5976.2,-2003.5,-7316.8,-1096.6,-8838.3,-61143.0,-5777.1,-39097.0,-1255.6,-13645.9,-63386.4,-47226.0,-8654.5,-2950.1,-5492.5,-4442.1,-38703.9,-1468.9,-1273.8,-1016.7,-1890.8,-846.5,-14164.9,-21436.1,-23571.7,-8289.4,-7940.9,-6489.5,-3864.2,-1986.6,-19788.100000000002
2015-01-28 22:00:00,-1336.1,-9114.7,-10656.1,-5799.2,-1839.6,-7313.7,-1041.0,-8649.0,-61336.2,-5354.5,-37829.4,-1173.6,-13371.1,-64315.6,-44257.0,-8007.200000000001,-2780.1,-5291.4,-4192.1,-36260.5,-1341.0,-1263.6000000000001,-924.9,-1861.4,-798.5,-13531.5,-21005.1,-22635.5,-7828.4,-7409.0,-6361.4,-3733.6,-1864.8,-18902.3
2015-01-28 23:00:00,-1049.2,-8680.1,-10674.7,-5448.6,-1616.2,-7130.3,-969.9,-8338.4,-58435.3,-5037.5,-34914.8,-1109.4,-12860.8,-64821.1,-40709.5,-6972.900000000001,-2456.3,-5029.7,-4125.5,-33286.6,-1250.2,-1255.3999999999999,-847.4,-1788.4,-752.1,-12708.3,-20350.8,-21382.5,-7056.4,-6930.2,-6207.9,-3607.6,-1764.8,-18119.3
2015-01-29 00:00:00,-794.0,-8357.9,-10467.1,-5063.3,-1440.2,-7260.0,-894.6,-8120.7,-57079.0,-4872.2,-32582.4,-1144.8,-12805.5,-63894.9,-38395.799999999996,-6090.3,-2211.8,-4913.7,-4083.9,-32175.999999999996,-1290.3,-1258.6,-845.9,-1728.7,-661.7,-12473.4,-19273.4,-21129.1,-5981.1,-6772.1,-6100.2,-3563.8,-1668.4,-17195.0
2015-01-29 01:00:00,-679.6,-7957.6,-9868.2,-4670.3,-1304.6,-7096.6,-807.0,-8136.5,-54129.1,-4654.4,-29314.9,-1110.0,-12571.2,-62331.2,-36522.5,-5985.099999999999,-2117.2,-4655.1,-3827.8,-28816.500000000004,-1253.0,-1228.3999999999999,-816.9,-1521.3,-584.8,-11848.5,-18725.1,-19829.3,-5473.4,-6457.4,-5629.3,-3391.4,-1557.6,-16795.5
2015-01-29 02:00:00,-625.3,-7678.1,-9372.4,-4454.2,-1226.7,-6893.7,-751.9,-7997.4,-52597.7,-4554.1,-27275.9,-1092.0,-12473.6,-61029.0,-35323.0,-5700.7,-2057.5,-4364.2,-3649.9,-26785.300000000003,-1236.9,-1183.1000000000001,-801.6,-1347.0,-527.7,-11430.6,-18418.9,-18986.6,-5238.6,-6317.1,-5200.6,-3286.5,-1500.6,-16562.3
2015-01-29 03:00:00,-601.9,-7503.9,-9055.4,-4357.1,-1195.7,-6759.1,-722.4,-7836.0,-52505.7,-4537.0,-26294.0,-1092.3,-12560.3,-58511.3,-33704.2,-5507.599999999999,-2017.3,-4222.5,-3549.5,-25819.600000000002,-1245.5,-1173.4,-815.2,-1244.8,-497.3,-11235.9,-18278.7,-18684.6,-5096.1,-6265.1,-4894.5,-3263.6,-1481.1,-16538.800000000003
2015-01-29 04:00:00,-611.3,-7794.9,-9005.3,-4358.9,-1208.5,-6530.9,-715.3,-7918.7,-53654.4,-4598.2,-25967.9,-1134.8,-12971.0,-58046.5,-32350.5,-5569.099999999999,-2043.0,-4332.1,-3502.4,-25798.700000000004,-1317.3,-1145.6,-865.4,-1206.5,-481.5,-11211.3,-18350.199999999997,-18811.2,-5062.5,-6337.2,-4758.8,-3341.5,-1494.0,-16735.6
