,A,B,C,D,E,F1,G1,H1,I1,J1,K1,L,M,N,O,P,Q,H,G,F,K,I,J
2016-02-26 21:00:00,-38.123,-233.921,-61.6,-119.943,-78.443,-179.593,-119.594,-79.554,-19.39,-49.831,-75.578,-162.599,-204.243,-182.994,-118.488,-89.617,-998.292,-421.171,-273.464,-378.74,-118.488,-89.617,-998.292
2016-02-26 22:00:00,-32.992,-195.517,-54.908,-84.697,-53.262,-109.821,-102.908,-77.262,-16.311,-39.352,-68.836,-129.817,-159.653,-145.967,-103.951,-67.564,-859.048,-344.621,-215.315,-289.991,-103.951,-67.564,-859.048
2016-02-26 23:00:00,-26.683,-168.928,-65.334,-90.578,-78.878,-149.633,-71.294,-90.642,-16.451,-43.822,-61.536,-111.409,-135.983,-128.688,-105.535,-66.294,-778.867,-301.633,-196.256,-311.569,-105.535,-66.294,-778.867
2016-02-27 00:00:00,-17.712,-135.498,-67.702,-102.812,-90.127,-127.398,-77.194,-137.924,-21.307,-62.416,-59.014,-87.246,-149.511,-127.695,-132.666,-69.468,-867.58,-273.955,-233.235,-342.516,-132.666,-69.468,-867.58
2016-02-27 01:00:00,-14.109,-114.023,-68.243,-116.957,-94.692,-121.76,-73.049,-146.695,-23.382,-66.87,-55.607,-77.712,-145.796,-130.356,-141.942,-67.192,-981.228,-263.675,-236.048,-341.505,-141.942,-67.192,-981.228
2016-02-27 02:00:00,-15.679,-108.828,-68.159,-125.272,-94.759,-119.687,-64.263,-131.345,-23.421,-60.346,-53.173,-76.789,-139.675,-128.905,-136.921,-63.727,-1053.055,-258.867,-223.441,-315.295,-136.921,-63.727,-1053.055
2016-02-27 03:00:00,-17.112,-104.649,-68.403,-133.874,-95.053,-118.05,-59.059,-117.192,-23.507,-54.85,-51.564,-75.551,-157.233,-127.606,-131.319,-62.885,-1127.416,-254.72,-235.591,-294.302,-131.319,-62.885,-1127.416
2016-02-27 04:00:00,-18.294,-102.923,-68.647,-142.76,-95.347,-117.889,-61.6,-113.136,-23.594,-53.002,-51.229,-74.808,-175.958,-126.902,-129.597,-62.408,-1204.33,-252.938,-252.554,-292.625,-129.597,-62.408,-1204.33
2016-02-27 05:00:00,-19.464,-105.425,-68.888,-144.451,-95.574,-122.375,-70.369,-110.459,-23.675,-52.033,-52.624,-80.217,-196.492,-138.163,-133.022,-65.563,-1251.043,-271.004,-272.201,-303.203,-133.022,-65.563,-1251.043
2016-02-27 06:00:00,-19.346,-128.587,-69.039,-143.179,-95.658,-138.765,-80.434,-110.479,-23.749,-52.235,-60.838,-94.859,-219.518,-165.571,-153.927,-78.324,-1245.402,-321.268,-295.502,-329.678,-153.927,-78.324,-1245.402
2016-02-27 07:00:00,-20.528,-123.55,-69.19,-126.327,-95.744,-175.564,-85.258,-112.063,-23.823,-53.168,-58.868,-110.627,-249.734,-194.769,-148.891,-74.778,-1239.798,-364.264,-326.726,-372.886,-148.891,-74.778,-1239.798
2016-02-27 08:00:00,-20.111,-127.289,-69.34,-97.382,-95.83,-189.657,-72.902,-113.655,-23.897,-54.111,-60.017,-107.642,-324.018,-193.467,-154.947,-77.956,-782.634,-361.125,-402.026,-376.215,-154.947,-77.956,-782.634
2016-02-27 09:00:00,-21.671,-149.416,-67.123,-146.422,-92.287,-185.603,-74.99,-119.358,-23.311,-57.449,-70.509,-105.616,-463.524,-189.23,-180.794,-95.584,-1005.629,-365.356,-544.284,-379.951,-180.794,-95.584,-1005.629
2016-02-27 10:00:00,-26.409,-189.129,-63.014,-230.765,-86.759,-181.512,-77.106,-125.384,-22.329,-61.014,-88.857,-104.483,-514.128,-184.64,-222.874,-124.283,-1686.555,-377.98,-597.472,-384.002,-222.874,-124.283,-1686.555
2016-02-27 11:00:00,-31.797,-233.515,-58.278,-213.136,-80.928,-183.6,-79.343,-156.554,-21.238,-77.429,-109.324,-114.891,-491.243,-187.953,-269.35,-150.125,-1811.913,-412.168,-589.909,-419.497,-269.35,-150.125,-1811.913
2016-02-27 12:00:00,-33.491,-209.57,-56.389,-193.388,-79.887,-212.295,-83.48,-151.778,-21.266,-74.277,-103.653,-143.226,-520.854,-225.981,-254.129,-128.232,-1674.417,-472.861,-616.397,-447.553,-254.129,-128.232,-1674.417
2016-02-27 13:00:00,-28.802,-187.907,-59.409,-186.648,-84.05,-239.532,-87.719,-148.084,-22.799,-73.783,-93.419,-141.777,-530.337,-236.086,-232.793,-111.141,-1550.738,-471.282,-626.919,-475.336,-232.793,-111.141,-1550.738
2016-02-27 14:00:00,-27.898,-163.958,-67.042,-192.17,-91.52,-227.882,-92.064,-146.285,-24.807,-73.83,-81.603,-128.618,-530.434,-221.154,-202.904,-92.641,-1579.529,-431.375,-629.071,-466.231,-202.904,-92.641,-1579.529
2016-02-27 15:00:00,-23.51,-140.291,-71.045,-213.963,-97.749,-204.538,-112.483,-155.747,-25.244,-78.219,-68.822,-123.141,-532.901,-204.176,-167.667,-75.321,-1761.577,-396.14,-636.365,-472.768,-167.667,-75.321,-1761.577
2016-02-27 16:00:00,-23.203,-133.644,-64.159,-212.392,-91.548,-211.119,-125.623,-161.627,-23.121,-79.386,-61.61,-139.848,-536.675,-213.106,-152.3,-74.053,-1911.514,-414.563,-639.183,-498.369,-152.3,-74.053,-1911.514
2016-02-27 17:00:00,-23.239,-137.412,-53.466,-184.314,-79.321,-220.37,-136.531,-124.764,-20.17,-64.036,-61.702,-139.345,-480.618,-218.85,-155.286,-76.342,-1680.576,-419.897,-564.823,-481.664,-155.286,-76.342,-1680.576
2016-02-27 18:00:00,-23.288,-141.228,-54.441,-159.764,-78.313,-210.595,-125.282,-126.099,-20.17,-64.117,-62.709,-134.593,-420.718,-210.505,-159.284,-78.665,-1429.896,-407.806,-505.005,-461.976,-159.284,-78.665,-1429.896
2016-02-27 19:00:00,-23.373,-152.258,-49.314,-136.824,-73.953,-201.04,-100.93,-118.462,-19.063,-61.007,-64.224,-129.924,-364.748,-202.325,-165.948,-85.186,-1187.837,-396.474,-444.817,-420.432,-165.948,-85.186,-1187.837
2016-02-27 20:00:00,-24.364,-171.575,-45.134,-100.428,-66.119,-191.708,-82.479,-110.219,-17.375,-57.272,-72.375,-123.9,-312.198,-193.771,-182.441,-95.138,-874.166,-390.046,-386.845,-384.407,-182.441,-95.138,-874.166
2016-02-27 21:00:00,-25.376,-191.434,-41.697,-66.396,-58.52,-164.596,-91.726,-102.274,-15.822,-53.655,-81.013,-106.803,-263.732,-168.498,-199.716,-105.306,-634.178,-356.314,-333.208,-358.596,-199.716,-105.306,-634.178
2016-02-27 22:00:00,-26.408,-197.906,-39.108,-77.179,-58.699,-135.783,-84.793,-96.311,-15.192,-50.267,-86.821,-90.975,-248.549,-144.987,-207.542,-110.612,-695.956,-322.782,-314.008,-316.888,-207.542,-110.612,-695.956
2016-02-27 23:00:00,-28.203,-175.765,-47.142,-102.533,-65.776,-137.9,-70.719,-98.13,-16.49,-47.874,-81.813,-78.441,-240.631,-117.885,-200.785,-111.239,-769.483,-278.138,-304.995,-306.75,-200.785,-111.239,-769.483
2016-02-28 00:00:00,-29.687,-118.328,-56.272,-121.324,-72.624,-194.221,-71.728,-94.171,-17.198,-39.269,-60.607,-82.49,-235.062,-107.163,-174.503,-101.624,-710.303,-250.26,-291.528,-360.12,-174.503,-101.624,-710.303
2016-02-28 01:00:00,-32.501,-94.749,-65.31,-118.366,-74.843,-238.184,-69.33,-80.754,-16.961,-33.977,-47.624,-90.054,-249.565,-97.777,-148.01,-94.336,-655.58,-235.456,-300.502,-388.268,-148.01,-94.336,-655.58
2016-02-28 02:00:00,-34.641,-104.854,-69.942,-105.878,-74.723,-254.533,-68.009,-67.148,-16.522,-33.619,-46.149,-97.843,-267.472,-97.455,-125.907,-91.217,-631.269,-241.448,-317.612,-389.691,-125.907,-91.217,-631.269
2016-02-28 03:00:00,-36.849,-113.573,-74.734,-92.333,-74.881,-271.42,-73.627,-62.301,-16.233,-37.023,-51.495,-103.612,-285.998,-109.397,-114.716,-87.075,-608.993,-264.504,-339.254,-407.348,-114.716,-87.075,-608.993
2016-02-28 04:00:00,-39.126,-120.725,-79.684,-85.684,-75.041,-288.853,-79.162,-65.439,-16.095,-40.758,-57.969,-108.049,-305.143,-122.007,-121.629,-86.176,-598.747,-288.024,-361.997,-433.455,-121.629,-86.176,-598.747
2016-02-28 05:00:00,-39.802,-126.857,-82.501,-83.01,-75.211,-292.952,-85.384,-73.378,-16.765,-45.253,-65.057,-111.753,-312.919,-136.949,-141.725,-86.624,-615.99,-313.759,-374.937,-451.714,-141.725,-86.624,-615.99
2016-02-28 06:00:00,-39.603,-125.697,-82.077,-82.172,-75.419,-290.985,-93.307,-84.515,-19.58,-51.085,-73.332,-110.202,-311.264,-155.941,-163.764,-96.959,-735.653,-339.474,-381.929,-468.807,-163.764,-96.959,-735.653
2016-02-28 07:00:00,-38.254,-131.262,-81.653,-83.507,-75.627,-277.137,-105.76,-102.178,-18.502,-60.573,-83.259,-112.902,-309.619,-186.42,-188.553,-98.073,-707.112,-382.582,-388.694,-485.075,-188.553,-98.073,-707.112
2016-02-28 08:00:00,-25.699,-129.879,-54.494,-84.853,-75.836,-172.499,-128.816,-88.997,-20.184,-76.727,-98.038,-110.501,-189.82,-242.35,-155.156,-96.893,-777.243,-450.889,-286.732,-390.313,-155.156,-96.893,-777.243
2016-02-28 09:00:00,-39.425,-138.992,-67.048,-91.607,-73.96,-247.498,-186.263,-92.08,-25.013,-107.412,-136.89,-116.956,-314.767,-348.64,-160.888,-110.199,-977.23,-602.485,-447.192,-525.84,-160.888,-110.199,-977.23
2016-02-28 10:00:00,-60.928,-174.634,-113.482,-99.012,-70.009,-393.195,-226.08,-95.213,-31.256,-124.243,-165.892,-142.82,-447.092,-401.487,-166.723,-133.893,-1229.623,-710.198,-602.591,-714.489,-166.723,-133.893,-1229.623
2016-02-28 11:00:00,-58.447,-224.328,-118.55,-147.636,-64.797,-379.498,-221.543,-98.851,-35.401,-119.081,-163.342,-179.903,-413.103,-389.524,-172.877,-159.888,-1393.947,-732.769,-567.585,-699.892,-172.877,-159.888,-1393.947
2016-02-28 12:00:00,-55.058,-239.841,-112.001,-142.56,-62.538,-353.491,-229.378,-104.182,-32.282,-126.752,-173.394,-189.589,-381.774,-408.353,-182.611,-148.957,-1263.02,-771.337,-540.807,-687.051,-182.611,-148.957,-1263.02
2016-02-28 13:00:00,-53.791,-202.948,-106.587,-138.436,-65.04,-331.993,-233.705,-109.65,-28.869,-128.109,-176.301,-167.815,-366.944,-414.263,-192.614,-136.077,-1110.566,-758.38,-523.922,-675.348,-192.614,-136.077,-1110.566
2016-02-28 14:00:00,-54.841,-206.767,-107.439,-136.196,-73.522,-335.802,-233.877,-118.5,-24.597,-128.14,-176.561,-150.494,-377.052,-415.856,-204.97,-117.906,-938.175,-742.911,-529.788,-688.179,-204.97,-117.906,-938.175
2016-02-28 15:00:00,-59.106,-163.194,-117.884,-142.549,-80.017,-354.198,-236.05,-134.792,-21.324,-128.366,-176.886,-136.23,-409.856,-417.449,-236.941,-97.663,-770.656,-730.565,-559.546,-725.04,-236.941,-97.663,-770.656
2016-02-28 16:00:00,-57.74,-152.119,-123.526,-153.601,-73.023,-368.035,-237.479,-145.477,-21.33,-129.569,-177.779,-131.963,-416.78,-424.385,-255.867,-91.468,-754.431,-734.127,-567.678,-750.991,-255.867,-91.468,-754.431
2016-02-28 17:00:00,-49.617,-152.631,-107.452,-118.751,-65.279,-333.029,-210.335,-144.14,-21.735,-111.031,-152.477,-132.234,-362.822,-363.44,-268.287,-93.635,-771.21,-648.152,-495.588,-687.503,-268.287,-93.635,-771.21
2016-02-28 18:00:00,-42.882,-153.316,-90.407,-117.994,-66.126,-292.461,-184.799,-125.005,-22.144,-96.216,-131.068,-133.438,-305.598,-313.007,-250.167,-95.829,-788.167,-577.513,-423.958,-602.265,-250.167,-95.829,-788.167
2016-02-28 19:00:00,-36.647,-154.344,-74.476,-111.317,-58.821,-251.962,-160.37,-99.438,-23.465,-82.751,-111.478,-135.226,-252.502,-266.827,-195.565,-102.272,-830.613,-513.531,-358.718,-511.77,-195.565,-102.272,-830.613
2016-02-28 20:00:00,-26.456,-161.529,-55.808,-103.087,-51.595,-191.544,-136.035,-86.307,-25.093,-71.091,-94.754,-141.318,-188.746,-226.781,-152.952,-114.298,-890.463,-462.853,-284.93,-413.886,-152.952,-114.298,-890.463
2016-02-28 21:00:00,-17.171,-170.419,-38.218,-95.173,-45.689,-135.15,-113.701,-92.702,-26.543,-60.316,-79.389,-147.543,-135.882,-189.991,-169.614,-126.994,-951.473,-416.924,-222.74,-341.554,-169.614,-126.994,-951.473
2016-02-28 22:00:00,-20.153,-179.547,-39.721,-87.712,-44.727,-139.548,-105.964,-82.143,-27.349,-54.376,-74.425,-153.903,-162.319,-173.601,-153.319,-132.534,-995.347,-401.929,-244.044,-327.656,-153.319,-132.534,-995.347
2016-02-28 23:00:00,-22.743,-185.708,-45.131,-91.465,-59.836,-151.409,-101.978,-76.332,-26.377,-50.051,-77.868,-158.472,-215.97,-162.148,-124.027,-128.865,-1000.055,-398.488,-292.398,-329.719,-124.027,-128.865,-1000.055
2016-02-29 00:00:00,-21.397,-179.289,-40.211,-87.858,-81.032,-129.285,-100.804,-94.959,-22.798,-44.016,-88.173,-154.623,-272.761,-150.785,-134.969,-110.293,-919.759,-393.581,-339.574,-325.047,-134.969,-110.293,-919.759
2016-02-29 01:00:00,-20.111,-156.235,-45.593,-91.683,-81.885,-141.244,-87.193,-100.498,-21.111,-33.825,-75.626,-136.094,-302.889,-174.348,-167.947,-86.219,-804.642,-386.069,-357.826,-328.935,-167.947,-86.219,-804.642
2016-02-29 02:00:00,-19.507,-138.422,-37.304,-97.489,-73.412,-124.221,-78.987,-96.795,-21.052,-29.571,-68.111,-138.956,-303.697,-151.864,-139.82,-76.599,-732.994,-358.931,-354.32,-300.003,-139.82,-76.599,-732.994
2016-02-29 03:00:00,-19.592,-137.979,-35.456,-103.477,-73.194,-114.054,-75.491,-94.597,-20.856,-26.248,-66.277,-150.309,-300.111,-143.083,-126.385,-75.808,-727.55,-359.669,-347.215,-284.143,-126.385,-75.808,-727.55
2016-02-29 04:00:00,-21.11,-137.536,-39.467,-109.641,-73.463,-124.43,-90.384,-94.524,-20.671,-25.013,-69.101,-163.392,-283.985,-152.182,-134.677,-92.092,-726.996,-384.675,-329.669,-309.338,-134.677,-92.092,-726.996
2016-02-29 05:00:00,-22.684,-149.503,-44.924,-114.925,-79.44,-138.018,-112.922,-94.356,-21.386,-29.401,-75.297,-177.299,-262.43,-164.452,-147.437,-112.367,-783.348,-417.048,-313.217,-345.295,-147.437,-112.367,-783.348
2016-02-29 06:00:00,-24.92,-154.764,-51.045,-120.243,-81.474,-153.074,-137.543,-94.098,-25.064,-37.297,-80.796,-192.076,-269.151,-181.034,-161.852,-136.661,-805.999,-453.905,-331.511,-384.714,-161.852,-136.661,-805.999
2016-02-29 07:00:00,-27.959,-159.389,-60.761,-120.319,-84.337,-175.971,-164.59,-92.781,-29.684,-47.605,-83.433,-208.585,-372.837,-204.686,-186.897,-163.336,-833.558,-496.704,-450.126,-433.342,-186.897,-163.336,-833.558
2016-02-29 08:00:00,-29.572,-176.661,-72.392,-153.241,-92.79,-200.941,-194.703,-121.052,-34.541,-57.848,-103.907,-229.331,-443.996,-242.007,-216.257,-194.114,-922.271,-575.245,-536.386,-516.696,-216.257,-194.114,-922.271
2016-02-29 09:00:00,-42.535,-208.695,-90.962,-177.67,-106.266,-241.345,-230.903,-157.308,-39.767,-63.689,-127.887,-251.215,-564.98,-290.989,-266.952,-229.758,-1104.105,-670.091,-668.437,-629.556,-266.952,-229.758,-1104.105
2016-02-29 10:00:00,-52.667,-290.918,-110.385,-198.363,-136.929,-285.506,-270.19,-192.904,-43.777,-69.228,-154.353,-259.087,-627.976,-336.334,-322.724,-268.391,-1629.847,-749.774,-740.981,-748.601,-322.724,-268.391,-1629.847
2016-02-29 11:00:00,-53.435,-373.758,-118.753,-228.48,-181.961,-313.055,-312.566,-203.211,-44.63,-73.843,-174.499,-256.783,-591.059,-348.424,-359.293,-310.051,-2039.138,-779.705,-709.533,-828.831,-359.293,-310.051,-2039.138
2016-02-29 12:00:00,-56.658,-341.501,-113.538,-233.386,-168.334,-295.142,-333.649,-203.036,-44.262,-78.27,-182.668,-239.294,-582.108,-328.038,-332.371,-320.424,-1915.084,-750.0,-704.64,-831.827,-332.371,-320.424,-1915.084
2016-02-29 13:00:00,-58.834,-343.886,-118.877,-216.933,-166.128,-303.774,-345.563,-203.437,-43.587,-82.197,-178.721,-224.796,-583.946,-346.544,-359.261,-329.653,-1884.561,-750.061,-709.731,-852.774,-359.261,-329.653,-1884.561
2016-02-29 14:00:00,-56.326,-350.197,-127.28,-232.445,-168.089,-327.796,-357.668,-206.277,-43.255,-81.217,-180.849,-233.583,-587.188,-368.395,-381.407,-334.756,-1914.548,-782.827,-711.661,-891.741,-381.407,-334.756,-1914.548
2016-02-29 15:00:00,-53.873,-354.482,-132.935,-230.742,-170.629,-353.301,-321.602,-207.809,-43.692,-77.715,-181.011,-233.043,-652.361,-388.356,-402.388,-288.589,-1940.43,-802.411,-773.768,-882.712,-402.388,-288.589,-1940.43
2016-02-29 16:00:00,-53.174,-358.788,-119.849,-220.752,-173.18,-321.105,-281.685,-203.134,-47.077,-78.965,-179.712,-229.167,-722.276,-364.75,-372.424,-245.833,-1966.669,-773.629,-848.319,-805.924,-372.424,-245.833,-1966.669
2016-02-29 17:00:00,-52.645,-363.123,-108.714,-212.856,-175.758,-290.069,-186.547,-198.513,-50.584,-86.393,-178.526,-225.322,-766.112,-334.295,-336.388,-143.651,-1992.908,-738.144,-903.09,-675.129,-336.388,-143.651,-1992.908
2016-02-29 18:00:00,-51.527,-367.466,-98.187,-205.101,-178.353,-260.92,-70.47,-194.403,-53.501,-83.397,-173.118,-216.196,-688.843,-305.39,-302.352,-47.681,-2019.325,-694.705,-825.741,-525.793,-302.352,-47.681,-2019.325
2016-02-29 19:00:00,-47.602,-367.795,-88.446,-185.972,-180.965,-234.936,-148.361,-161.197,-45.731,-75.068,-159.451,-194.414,-511.564,-279.154,-271.815,-160.973,-2045.921,-633.02,-632.363,-544.494,-271.815,-160.973,-2045.921
2016-02-29 20:00:00,-36.419,-296.643,-79.213,-149.22,-151.51,-210.317,-36.301,-123.216,-29.019,-64.08,-135.55,-147.016,-436.859,-254.097,-242.906,-19.098,-1738.533,-536.664,-529.958,-369.833,-242.906,-19.098,-1738.533
2016-02-29 21:00:00,-26.285,-237.675,-68.069,-123.881,-121.139,-180.04,-90.394,-88.601,-16.853,-57.957,-115.731,-94.074,-394.426,-227.595,-215.115,-99.32,-1386.146,-437.4,-469.236,-359.035,-215.115,-99.32,-1386.146
2016-02-29 22:00:00,-19.512,-193.582,-56.812,-102.988,-96.213,-144.104,-83.558,-80.835,-11.18,-55.16,-101.773,-78.804,-356.101,-185.079,-183.48,-92.669,-1133.057,-365.656,-422.441,-308.497,-183.48,-92.669,-1133.057
2016-02-29 23:00:00,-18.225,-175.678,-46.877,-97.033,-94.887,-125.997,-68.226,-108.532,-14.302,-41.447,-85.033,-84.33,-296.691,-167.248,-178.106,-72.351,-914.77,-336.61,-352.44,-302.755,-178.106,-72.351,-914.77
2016-03-01 00:00:00,-20.327,-146.857,-41.356,-117.321,-102.141,-125.76,-61.481,-122.17,-14.656,-37.956,-74.022,-97.27,-220.283,-188.41,-208.03,-50.463,-661.439,-359.702,-272.894,-309.411,-208.03,-50.463,-661.439
2016-03-01 01:00:00,-22.045,-134.083,-40.782,-130.946,-104.181,-124.269,-79.715,-129.606,-14.641,-35.944,-67.154,-102.942,-179.587,-204.077,-228.768,-66.21,-723.052,-374.173,-230.172,-333.59,-228.768,-66.21,-723.052
2016-03-01 02:00:00,-24.415,-133.559,-46.339,-129.087,-108.328,-123.965,-89.74,-132.404,-14.565,-35.868,-62.228,-102.814,-178.813,-209.223,-222.056,-72.314,-854.068,-374.266,-229.246,-346.109,-222.056,-72.314,-854.068
2016-03-01 03:00:00,-26.652,-126.904,-51.375,-125.879,-117.142,-124.452,-84.326,-134.523,-14.604,-35.741,-57.81,-102.408,-179.156,-214.437,-229.072,-71.301,-851.979,-374.654,-229.501,-343.302,-229.072,-71.301,-851.979
2016-03-01 04:00:00,-28.627,-127.175,-55.926,-122.562,-127.583,-124.595,-88.299,-134.077,-14.557,-35.757,-60.538,-102.561,-179.239,-219.848,-246.177,-71.291,-849.052,-382.947,-229.553,-346.971,-246.177,-71.291,-849.052
2016-03-01 05:00:00,-30.673,-132.473,-60.67,-134.31,-138.541,-125.338,-104.086,-142.442,-14.781,-36.423,-69.616,-104.597,-182.137,-226.035,-265.826,-77.963,-986.94,-400.248,-233.34,-371.866,-265.826,-77.963,-986.94
2016-03-01 06:00:00,-32.457,-140.884,-64.4,-163.032,-150.308,-131.004,-122.783,-157.49,-15.294,-40.462,-83.951,-117.279,-190.435,-232.306,-286.534,-93.693,-1168.149,-433.536,-246.191,-411.277,-286.534,-93.693,-1168.149
2016-03-01 07:00:00,-33.719,-168.506,-67.23,-196.459,-162.215,-151.843,-144.411,-181.077,-19.23,-49.148,-107.64,-140.938,-237.923,-222.69,-307.408,-115.97,-1379.524,-471.268,-306.301,-477.331,-307.408,-115.97,-1379.524
2016-03-01 08:00:00,-41.385,-258.485,-97.12,-233.005,-171.347,-201.406,-167.791,-206.308,-26.245,-63.523,-164.462,-178.201,-328.943,-203.918,-328.673,-140.074,-1608.463,-546.581,-418.711,-575.506,-328.673,-140.074,-1608.463
2016-03-01 09:00:00,-53.046,-356.882,-136.198,-271.914,-178.387,-296.332,-192.931,-247.094,-37.066,-79.468,-198.063,-216.827,-466.107,-199.37,-361.963,-158.037,-1854.93,-614.26,-582.641,-736.357,-361.963,-158.037,-1854.93
2016-03-01 10:00:00,-65.226,-412.795,-149.86,-297.786,-187.821,-409.53,-213.06,-277.939,-47.328,-93.52,-208.798,-245.342,-558.158,-331.765,-361.9,-177.086,-1941.679,-785.904,-699.006,-900.529,-361.9,-177.086,-1941.679
2016-03-01 11:00:00,-66.977,-432.844,-149.733,-298.39,-185.845,-420.297,-212.184,-275.386,-47.543,-102.272,-209.464,-261.089,-555.545,-423.784,-351.155,-197.217,-1874.565,-894.336,-705.36,-907.866,-351.155,-197.217,-1874.565
2016-03-01 12:00:00,-66.928,-439.686,-149.177,-317.139,-171.374,-400.52,-197.906,-296.688,-46.159,-103.299,-209.447,-260.907,-540.982,-425.412,-334.006,-218.433,-1760.685,-895.766,-690.44,-895.114,-334.006,-218.433,-1760.685
2016-03-01 13:00:00,-66.591,-444.588,-147.76,-316.131,-164.008,-388.654,-189.006,-294.022,-45.488,-97.078,-227.409,-237.415,-542.094,-408.318,-309.462,-233.034,-1721.844,-873.141,-684.66,-871.682,-309.462,-233.034,-1721.844
2016-03-01 14:00:00,-67.119,-461.381,-148.848,-313.757,-160.615,-418.502,-196.4,-274.378,-48.246,-103.957,-217.372,-253.386,-587.333,-390.834,-332.766,-246.333,-1824.586,-861.592,-739.537,-889.28,-332.766,-246.333,-1824.586
2016-03-01 15:00:00,-67.195,-460.686,-149.164,-311.405,-157.258,-456.738,-212.965,-249.088,-52.352,-105.469,-215.813,-249.132,-649.071,-396.709,-359.542,-247.979,-1957.923,-861.654,-806.892,-918.791,-359.542,-247.979,-1957.923
2016-03-01 16:00:00,-66.172,-457.1,-148.595,-309.053,-153.936,-498.416,-234.067,-224.986,-56.049,-98.473,-214.254,-229.949,-674.134,-419.961,-352.688,-238.536,-2096.079,-864.165,-828.656,-957.469,-352.688,-238.536,-2096.079
2016-03-01 17:00:00,-77.384,-446.308,-171.883,-298.838,-150.65,-488.93,-250.804,-193.897,-53.925,-88.06,-211.737,-208.128,-603.542,-443.886,-345.083,-254.966,-2100.898,-863.752,-745.527,-933.631,-345.083,-254.966,-2100.898
2016-03-01 18:00:00,-73.331,-402.807,-159.904,-272.877,-136.118,-393.305,-224.841,-165.09,-44.242,-75.986,-194.263,-183.432,-498.839,-363.016,-313.038,-246.691,-1877.242,-740.711,-619.067,-783.236,-313.038,-246.691,-1877.242
2016-03-01 19:00:00,-59.378,-331.041,-124.416,-224.627,-120.719,-303.097,-172.549,-138.248,-35.44,-63.884,-158.537,-159.774,-387.657,-278.047,-276.417,-197.486,-1453.136,-596.357,-486.981,-613.894,-276.417,-197.486,-1453.136
2016-03-01 20:00:00,-43.261,-260.222,-89.624,-147.056,-87.114,-219.572,-119.559,-86.639,-27.548,-58.356,-117.722,-126.353,-286.675,-213.258,-226.492,-141.445,-1074.724,-457.333,-372.579,-425.77,-226.492,-141.445,-1074.724
2016-03-01 21:00:00,-33.599,-269.574,-68.399,-104.404,-54.484,-175.975,-74.99,-83.001,-24.145,-73.586,-93.05,-171.95,-243.647,-183.518,-183.966,-119.497,-763.517,-448.518,-341.378,-333.965,-183.966,-119.497,-763.517
2016-03-01 22:00:00,-26.227,-270.755,-49.532,-83.066,-17.691,-141.845,-58.436,-80.172,-20.084,-74.135,-86.114,-178.347,-199.371,-167.245,-162.496,-104.905,-665.612,-431.706,-293.591,-280.452,-162.496,-104.905,-665.612
2016-03-01 23:00:00,-22.486,-235.398,-41.179,-91.708,-68.103,-116.824,-63.803,-74.948,-18.567,-65.698,-68.102,-170.432,-165.644,-166.728,-172.231,-88.908,-530.432,-405.262,-249.91,-255.575,-172.231,-88.908,-530.432
2016-03-02 00:00:00,-19.616,-216.825,-38.492,-112.219,-68.594,-111.508,-94.293,-84.889,-21.261,-63.572,-58.466,-176.588,-157.721,-164.98,-207.043,-72.906,-488.798,-400.034,-242.554,-290.691,-207.043,-72.906,-488.798
2016-03-02 01:00:00,-23.793,-205.992,-39.885,-126.764,-68.721,-106.763,-113.124,-88.702,-23.527,-61.221,-56.15,-183.862,-155.961,-171.446,-225.516,-70.609,-548.5,-411.458,-240.708,-308.588,-225.516,-70.609,-548.5
2016-03-02 02:00:00,-26.831,-204.451,-49.576,-123.576,-68.538,-106.228,-110.753,-83.599,-23.093,-63.496,-62.5,-188.106,-155.835,-167.432,-228.278,-85.489,-614.205,-418.038,-242.425,-300.579,-228.278,-85.489,-614.205
2016-03-02 03:00:00,-25.625,-204.803,-57.72,-123.749,-68.239,-106.909,-111.221,-78.817,-22.631,-69.425,-68.744,-192.399,-148.742,-171.733,-230.379,-97.346,-683.622,-432.876,-240.799,-296.947,-230.379,-97.346,-683.622
2016-03-02 04:00:00,-26.968,-214.322,-58.466,-133.591,-68.585,-107.026,-120.074,-82.519,-22.137,-76.172,-74.694,-196.588,-150.087,-186.13,-230.368,-95.984,-736.671,-457.413,-248.397,-309.62,-230.368,-95.984,-736.671
2016-03-02 05:00:00,-31.313,-224.061,-61.524,-144.536,-70.088,-108.154,-130.753,-96.134,-22.866,-83.478,-80.893,-200.199,-156.619,-202.403,-240.639,-105.093,-772.263,-483.495,-262.964,-335.041,-240.639,-105.093,-772.263
2016-03-02 06:00:00,-36.196,-236.456,-77.113,-156.383,-80.167,-111.513,-142.873,-117.864,-28.301,-90.944,-86.913,-203.84,-165.497,-220.223,-260.079,-140.324,-808.712,-510.977,-284.743,-372.25,-260.079,-140.324,-808.712
2016-03-02 07:00:00,-41.493,-246.071,-104.849,-169.163,-99.112,-132.59,-155.829,-149.993,-34.4,-98.148,-91.368,-196.291,-198.041,-239.158,-292.634,-185.165,-791.826,-526.817,-330.589,-438.412,-292.634,-185.165,-791.826
2016-03-02 08:00:00,-47.151,-263.372,-115.705,-183.145,-126.201,-178.941,-170.732,-215.024,-41.091,-104.081,-104.347,-179.887,-303.135,-259.353,-327.105,-199.933,-1103.07,-543.587,-448.307,-564.698,-327.105,-199.933,-1103.07
