,A,B,C,D,E,F1,G1,H1,I1,J1,K1,L,M,N,O,P,Q,H,G,F,K,I,J
2016-01-01 00:00:00,-31.5,-226.368,-55.794,-104.318,-100.402,-182.611,-124.435,-67.451,-21.785,-31.344,-61.315,-153.569,-163.44,-146.899,-212.623,-93.288,-781.96,-361.783,-216.569,-374.496,-212.623,-93.288,-781.96
2016-01-01 01:00:00,-34.295,-198.649,-43.68,-81.7,-96.1,-143.8,-126.025,-72.045,-19.279,-31.085,-73.981,-133.972,-161.68,-113.233,-159.15,-97.498,-667.04,-321.187,-212.044,-341.871,-159.15,-97.498,-667.04
2016-01-01 02:00:00,-32.938,-186.111,-42.369,-77.385,-93.57,-146.262,-123.399,-63.491,-17.971,-30.585,-66.066,-132.127,-161.09,-112.663,-141.515,-83.016,-655.045,-310.856,-209.645,-333.151,-141.515,-83.016,-655.045
2016-01-01 03:00:00,-33.516,-173.983,-37.423,-74.859,-95.091,-148.745,-123.273,-61.486,-16.793,-27.363,-65.015,-135.083,-164.06,-115.41,-134.48,-74.828,-579.809,-315.508,-208.217,-333.503,-134.48,-74.828,-579.809
2016-01-01 04:00:00,-35.262,-167.906,-31.556,-75.587,-110.916,-160.142,-136.218,-64.602,-16.469,-26.557,-67.575,-155.595,-170.408,-121.639,-138.213,-77.253,-488.401,-344.809,-213.435,-360.962,-138.213,-77.253,-488.401
2016-01-01 05:00:00,-37.345,-165.129,-30.444,-76.319,-126.258,-174.784,-151.72,-73.008,-16.148,-27.491,-72.783,-179.037,-173.597,-126.463,-152.284,-88.318,-464.215,-378.283,-217.236,-399.512,-152.284,-88.318,-464.215
2016-01-01 06:00:00,-39.886,-162.374,-42.633,-78.521,-140.572,-189.976,-167.576,-85.348,-16.322,-31.938,-79.904,-203.851,-213.644,-166.247,-169.571,-99.413,-609.974,-450.002,-261.904,-442.9,-169.571,-99.413,-609.974
2016-01-01 07:00:00,-43.343,-168.1,-52.507,-79.999,-155.572,-202.168,-183.655,-96.887,-16.891,-44.886,-87.381,-230.275,-260.074,-197.367,-191.057,-107.888,-744.418,-515.023,-321.851,-482.71,-191.057,-107.888,-744.418
2016-01-01 08:00:00,-52.054,-168.744,-61.119,-115.739,-171.331,-298.354,-200.479,-116.941,-15.856,-64.065,-97.827,-258.308,-308.487,-226.636,-218.793,-143.865,-853.889,-582.77,-388.408,-615.774,-218.793,-143.865,-853.889
2016-01-01 09:00:00,-52.956,-160.439,-69.548,-145.828,-182.546,-380.706,-218.017,-165.285,-16.614,-81.449,-135.664,-275.635,-361.027,-257.926,-259.198,-177.696,-956.239,-669.225,-459.09,-764.008,-259.198,-177.696,-956.239
2016-01-01 10:00:00,-51.928,-179.584,-76.576,-179.249,-172.321,-425.644,-222.077,-197.048,-18.896,-94.152,-165.242,-260.211,-414.114,-279.714,-304.039,-182.53,-1055.536,-705.166,-527.162,-844.769,-304.039,-182.53,-1055.536
2016-01-01 11:00:00,-50.841,-200.189,-81.921,-198.068,-172.476,-460.254,-213.137,-191.276,-20.334,-96.082,-167.142,-261.819,-445.113,-286.757,-340.999,-173.63,-1118.617,-715.718,-561.529,-864.666,-340.999,-173.63,-1118.617
2016-01-01 12:00:00,-49.739,-193.984,-87.982,-201.15,-174.864,-479.738,-216.511,-182.052,-19.624,-95.507,-160.843,-264.582,-448.263,-289.577,-340.698,-166.307,-1187.409,-715.002,-563.394,-878.3,-340.698,-166.307,-1187.409
2016-01-01 13:00:00,-49.786,-179.665,-98.055,-191.191,-175.758,-474.354,-217.388,-174.386,-17.971,-95.227,-155.647,-265.442,-449.516,-289.549,-309.099,-173.444,-1269.303,-710.639,-562.715,-866.128,-309.099,-173.444,-1269.303
2016-01-01 14:00:00,-50.599,-168.316,-105.622,-193.894,-176.652,-430.259,-217.864,-189.824,-16.52,-104.492,-167.564,-266.303,-448.704,-288.434,-320.31,-196.308,-1607.035,-722.301,-569.715,-837.947,-320.31,-196.308,-1607.035
2016-01-01 15:00:00,-51.132,-190.838,-103.545,-191.334,-177.545,-405.391,-218.341,-213.499,-18.513,-108.07,-186.646,-264.66,-444.968,-286.831,-326.03,-222.401,-1582.635,-738.138,-571.551,-837.231,-326.03,-222.401,-1582.635
2016-01-01 16:00:00,-51.668,-244.074,-103.488,-202.494,-173.713,-482.045,-215.272,-201.264,-24.568,-110.908,-177.666,-257.625,-477.584,-321.42,-318.762,-250.125,-1581.974,-756.71,-613.06,-898.581,-318.762,-250.125,-1581.974
2016-01-01 17:00:00,-49.789,-310.07,-101.526,-218.566,-174.607,-558.919,-214.7,-188.601,-32.565,-110.373,-167.564,-261.845,-556.803,-375.686,-308.562,-279.48,-1581.314,-805.095,-699.742,-962.22,-308.562,-279.48,-1581.314
2016-01-01 18:00:00,-46.044,-347.475,-92.725,-214.319,-161.798,-615.466,-210.315,-170.675,-38.364,-105.119,-153.101,-236.862,-492.162,-319.827,-276.398,-289.686,-1456.295,-709.79,-635.645,-996.456,-276.398,-289.686,-1456.295
2016-01-01 19:00:00,-39.912,-323.947,-71.194,-174.608,-123.171,-575.583,-182.646,-149.451,-34.503,-92.03,-135.978,-179.045,-363.011,-223.723,-236.89,-234.641,-1165.829,-538.746,-489.544,-907.68,-236.89,-234.641,-1165.829
2016-01-01 20:00:00,-29.188,-297.002,-50.272,-115.387,-87.195,-506.4,-137.888,-102.496,-31.542,-76.262,-89.565,-128.975,-289.085,-179.059,-210.13,-173.75,-749.201,-397.599,-396.889,-746.784,-210.13,-173.75,-749.201
2016-01-01 21:00:00,-20.907,-280.857,-37.392,-99.689,-83.784,-374.993,-117.489,-64.369,-30.065,-58.856,-61.934,-124.372,-291.726,-185.695,-178.108,-115.49,-496.861,-372.001,-380.648,-556.851,-178.108,-115.49,-496.861
2016-01-01 22:00:00,-27.384,-275.892,-40.904,-96.929,-79.78,-264.158,-110.76,-57.449,-29.795,-40.231,-61.566,-113.53,-279.398,-177.002,-149.25,-88.873,-561.191,-352.099,-349.424,-432.367,-149.25,-88.873,-561.191
2016-01-01 23:00:00,-24.356,-232.631,-43.431,-87.32,-75.988,-241.288,-90.223,-80.269,-27.233,-34.903,-83.946,-111.273,-209.208,-142.217,-141.666,-106.345,-739.384,-337.436,-271.344,-411.78,-141.666,-106.345,-739.384
2016-01-02 00:00:00,-21.204,-167.315,-42.746,-82.989,-77.081,-217.808,-74.261,-92.341,-25.044,-34.02,-92.909,-122.68,-192.892,-143.29,-156.988,-109.307,-972.857,-358.879,-251.956,-384.41,-156.988,-109.307,-972.857
2016-01-02 01:00:00,-13.898,-90.041,-43.842,-58.276,-77.974,-203.626,-45.511,-67.928,-23.572,-34.068,-96.498,-94.095,-190.168,-146.742,-152.331,-78.178,-1077.259,-337.335,-247.808,-317.065,-152.331,-78.178,-1077.259
2016-01-02 02:00:00,-17.847,-115.771,-47.249,-73.51,-77.916,-201.198,-59.951,-65.822,-23.197,-34.562,-95.61,-87.111,-201.065,-149.687,-143.242,-73.969,-1065.014,-332.408,-258.823,-326.971,-143.242,-73.969,-1065.014
2016-01-02 03:00:00,-20.57,-141.067,-50.352,-86.265,-76.575,-201.124,-69.688,-65.108,-23.181,-34.914,-97.419,-87.19,-211.496,-152.66,-146.461,-76.087,-1079.455,-337.268,-269.592,-335.921,-146.461,-76.087,-1079.455
2016-01-02 04:00:00,-23.62,-167.24,-48.013,-99.098,-74.073,-206.834,-79.454,-64.779,-23.677,-34.997,-100.522,-93.42,-206.14,-155.661,-149.716,-86.474,-1114.69,-349.603,-264.813,-351.067,-149.716,-86.474,-1114.69
2016-01-02 05:00:00,-26.499,-184.205,-41.597,-112.822,-71.229,-206.109,-83.876,-74.281,-23.359,-34.954,-96.894,-107.227,-183.283,-157.788,-154.382,-102.334,-1088.79,-361.91,-241.597,-364.266,-154.382,-102.334,-1088.79
2016-01-02 06:00:00,-24.117,-174.967,-41.98,-108.165,-68.873,-195.089,-76.619,-96.383,-22.199,-34.714,-92.422,-134.543,-180.908,-158.945,-159.355,-115.796,-1041.721,-385.911,-237.821,-368.091,-159.355,-115.796,-1041.721
2016-01-02 07:00:00,-23.528,-173.068,-56.718,-106.476,-67.255,-180.142,-74.652,-130.258,-20.659,-36.767,-85.583,-120.066,-240.246,-160.103,-158.94,-103.143,-963.432,-365.751,-297.672,-385.053,-158.94,-103.143,-963.432
2016-01-02 08:00:00,-23.276,-172.684,-47.63,-105.379,-65.889,-161.959,-74.427,-138.36,-18.815,-52.551,-86.988,-113.377,-205.719,-142.056,-148.76,-99.335,-931.16,-342.421,-277.086,-374.746,-148.76,-99.335,-931.16
2016-01-02 09:00:00,-23.531,-174.019,-48.607,-105.833,-70.836,-225.23,-77.128,-146.709,-25.933,-74.377,-112.321,-129.796,-205.424,-152.472,-164.408,-109.806,-1274.533,-394.589,-305.734,-449.067,-164.408,-109.806,-1274.533
2016-01-02 10:00:00,-27.901,-189.934,-49.029,-111.469,-80.708,-215.342,-94.138,-155.922,-24.771,-80.434,-91.8,-129.437,-208.574,-207.39,-237.897,-104.268,-1038.24,-428.627,-313.778,-465.401,-237.897,-104.268,-1038.24
2016-01-02 11:00:00,-32.805,-224.047,-49.025,-130.87,-79.179,-191.785,-113.425,-166.094,-21.925,-82.626,-88.456,-104.107,-208.4,-220.956,-238.845,-85.353,-1127.791,-413.519,-312.951,-471.304,-238.845,-85.353,-1127.791
2016-01-02 12:00:00,-35.377,-247.809,-49.022,-153.433,-103.044,-260.803,-123.521,-176.586,-32.112,-84.848,-126.279,-92.51,-208.221,-223.692,-244.522,-80.2,-1566.445,-442.48,-325.18,-560.91,-244.522,-80.2,-1566.445
2016-01-02 13:00:00,-32.157,-224.829,-49.02,-144.511,-100.506,-273.156,-113.217,-187.331,-28.5,-86.998,-119.263,-96.629,-208.046,-225.242,-247.797,-87.705,-1427.772,-441.134,-323.545,-573.705,-247.797,-87.705,-1427.772
2016-01-02 14:00:00,-31.368,-220.959,-49.357,-134.236,-95.504,-234.595,-113.875,-198.262,-24.273,-89.023,-103.243,-104.443,-207.867,-224.906,-238.418,-95.545,-1242.618,-432.592,-321.164,-546.732,-238.418,-95.545,-1242.618
2016-01-02 15:00:00,-31.34,-218.299,-58.714,-134.94,-88.748,-196.627,-111.77,-209.503,-20.63,-91.071,-88.016,-112.206,-234.614,-228.36,-236.696,-101.238,-1066.96,-428.582,-346.315,-517.9,-236.696,-101.238,-1066.96
2016-01-02 16:00:00,-30.335,-208.593,-68.881,-132.346,-87.747,-160.981,-105.976,-206.017,-17.452,-95.939,-73.686,-112.999,-278.135,-320.319,-236.348,-101.567,-903.154,-507.003,-391.526,-472.974,-236.348,-101.567,-903.154
2016-01-02 17:00:00,-28.745,-194.954,-79.861,-125.521,-88.517,-142.566,-99.38,-251.709,-19.11,-77.996,-72.145,-113.794,-325.363,-304.0,-232.039,-101.896,-872.97,-489.938,-422.469,-493.655,-232.039,-101.896,-872.97
2016-01-02 18:00:00,-27.198,-181.776,-91.65,-118.877,-90.494,-162.655,-92.998,-200.03,-20.642,-56.17,-82.934,-114.594,-376.287,-216.617,-197.212,-102.227,-999.238,-414.145,-453.099,-455.682,-197.212,-102.227,-999.238
2016-01-02 19:00:00,-25.693,-169.055,-95.946,-112.412,-92.495,-170.661,-86.825,-121.733,-21.449,-51.443,-90.252,-115.394,-396.884,-166.572,-180.296,-102.556,-1052.948,-372.219,-469.776,-379.219,-180.296,-102.556,-1052.948
2016-01-02 20:00:00,-24.231,-159.696,-87.282,-106.129,-90.146,-176.458,-82.731,-93.977,-21.964,-48.386,-96.086,-115.72,-365.425,-157.505,-162.516,-102.842,-1088.058,-369.311,-435.775,-353.166,-162.516,-102.842,-1088.058
2016-01-02 21:00:00,-25.933,-169.596,-77.617,-110.867,-87.637,-156.579,-86.85,-82.654,-19.657,-44.167,-86.671,-113.309,-345.941,-145.79,-144.596,-99.852,-955.935,-345.77,-409.764,-326.083,-144.596,-99.852,-955.935
2016-01-02 22:00:00,-27.813,-179.8,-78.128,-115.891,-85.16,-133.341,-91.071,-93.816,-17.478,-42.392,-77.743,-110.921,-348.408,-130.717,-172.597,-96.905,-816.119,-319.38,-408.278,-318.227,-172.597,-96.905,-816.119
2016-01-02 23:00:00,-27.002,-173.961,-68.352,-111.283,-82.047,-117.151,-100.176,-94.779,-15.118,-38.471,-69.254,-109.086,-288.6,-172.086,-203.882,-92.994,-720.142,-350.426,-342.188,-312.106,-203.882,-92.994,-720.142
2016-01-03 00:00:00,-21.491,-141.29,-54.975,-91.8,-80.697,-127.512,-109.751,-89.044,-14.501,-35.495,-69.166,-110.139,-196.629,-216.6,-242.063,-90.976,-785.722,-395.905,-246.625,-326.307,-242.063,-90.976,-785.722
2016-01-03 01:00:00,-12.999,-85.544,-34.587,-77.181,-63.691,-133.447,-113.213,-81.231,-10.061,-22.241,-50.269,-113.001,-104.195,-236.341,-257.621,-93.058,-837.878,-399.611,-136.497,-327.892,-257.621,-93.058,-837.878
2016-01-03 02:00:00,-15.985,-112.995,-42.828,-73.125,-61.625,-133.762,-111.898,-76.433,-9.331,-29.071,-47.055,-115.363,-123.907,-233.842,-254.113,-100.052,-857.459,-396.26,-162.309,-322.093,-254.113,-100.052,-857.459
2016-01-03 03:00:00,-19.317,-136.479,-51.099,-75.699,-60.718,-130.766,-113.029,-78.767,-9.413,-35.283,-46.757,-117.748,-154.693,-234.451,-255.271,-106.643,-877.272,-398.955,-199.39,-322.562,-255.271,-106.643,-877.272
2016-01-03 04:00:00,-22.947,-160.314,-57.881,-78.317,-60.149,-125.917,-116.321,-81.218,-10.476,-40.484,-46.734,-120.157,-187.411,-240.053,-262.366,-101.753,-897.317,-406.944,-238.371,-323.456,-262.366,-101.753,-897.317
2016-01-03 05:00:00,-26.89,-183.169,-64.149,-81.61,-67.236,-120.039,-115.003,-84.13,-12.528,-46.041,-52.726,-121.536,-223.258,-237.487,-258.163,-91.015,-906.331,-411.75,-281.828,-319.172,-258.163,-91.015,-906.331
2016-01-03 06:00:00,-25.51,-176.405,-57.453,-85.151,-87.549,-114.578,-110.192,-87.577,-15.677,-42.589,-66.969,-122.229,-215.048,-225.213,-247.67,-87.006,-912.097,-414.411,-273.314,-312.348,-247.67,-87.006,-912.097
2016-01-03 07:00:00,-25.109,-173.178,-56.407,-82.705,-118.118,-111.121,-103.597,-91.094,-14.682,-40.812,-96.479,-122.607,-208.762,-208.951,-229.965,-110.876,-894.283,-428.036,-264.256,-305.811,-229.965,-110.876,-894.283
2016-01-03 08:00:00,-24.816,-171.239,-56.139,-75.058,-125.062,-107.715,-94.694,-85.351,-13.36,-39.74,-107.127,-108.606,-203.837,-190.462,-220.172,-103.512,-808.837,-406.196,-256.938,-287.76,-220.172,-103.512,-808.837
2016-01-03 09:00:00,-24.921,-171.608,-56.957,-103.806,-132.203,-114.809,-130.492,-78.718,-16.413,-40.053,-115.444,-115.407,-204.509,-268.247,-290.188,-104.295,-909.598,-499.098,-260.975,-324.019,-290.188,-104.295,-909.598
2016-01-03 10:00:00,-26.367,-189.188,-64.313,-134.004,-139.953,-139.49,-117.872,-124.927,-16.04,-45.81,-124.043,-155.663,-220.878,-239.597,-227.112,-107.547,-1112.423,-519.302,-282.728,-382.289,-227.112,-107.547,-1112.423
2016-01-03 11:00:00,-31.984,-225.349,-76.746,-135.856,-148.155,-131.572,-106.566,-144.184,-12.167,-53.791,-132.908,-166.244,-267.012,-221.947,-235.811,-107.159,-1159.653,-521.098,-332.97,-382.322,-235.811,-107.159,-1159.653
2016-01-03 12:00:00,-39.351,-240.441,-86.352,-138.107,-156.591,-187.379,-149.543,-146.113,-10.301,-63.153,-142.081,-168.073,-312.415,-294.872,-335.737,-106.772,-1165.222,-605.026,-385.869,-483.035,-335.737,-106.772,-1165.222
2016-01-03 13:00:00,-36.486,-210.371,-76.817,-138.56,-165.422,-197.374,-153.879,-148.024,-11.081,-60.456,-150.975,-168.303,-301.128,-303.164,-303.967,-106.384,-1161.527,-622.442,-372.664,-499.277,-303.967,-106.384,-1161.527
2016-01-03 14:00:00,-33.73,-209.142,-73.965,-131.822,-174.607,-184.402,-132.672,-147.488,-12.09,-54.802,-158.904,-167.995,-275.726,-264.265,-263.906,-108.096,-1154.066,-591.164,-342.618,-464.563,-263.906,-108.096,-1154.066
2016-01-03 15:00:00,-34.176,-208.637,-72.637,-130.511,-184.023,-169.58,-111.759,-145.271,-12.912,-54.818,-167.028,-173.204,-276.215,-223.522,-227.507,-130.633,-1173.415,-563.754,-343.945,-426.61,-227.507,-130.633,-1173.415
2016-01-03 16:00:00,-33.362,-200.756,-69.085,-130.119,-181.48,-164.574,-92.321,-144.948,-13.054,-53.342,-162.082,-237.608,-267.583,-183.345,-194.664,-155.302,-1593.612,-583.034,-333.979,-401.843,-194.664,-155.302,-1593.612
2016-01-03 17:00:00,-31.411,-190.812,-64.59,-124.66,-222.859,-168.328,-89.599,-144.626,-13.196,-49.733,-208.473,-209.922,-250.668,-166.512,-201.301,-182.103,-1353.018,-584.907,-313.597,-402.552,-201.301,-182.103,-1353.018
2016-01-03 18:00:00,-29.52,-181.121,-60.246,-104.243,-185.415,-172.81,-104.02,-130.509,-13.339,-46.251,-162.127,-153.129,-234.304,-191.007,-219.622,-211.036,-989.778,-506.263,-293.894,-407.339,-219.622,-211.036,-989.778
2016-01-03 19:00:00,-27.687,-171.682,-56.053,-94.028,-107.426,-177.564,-111.105,-112.791,-13.483,-42.895,-84.783,-122.307,-218.492,-200.294,-229.992,-214.689,-892.783,-407.384,-274.87,-401.46,-229.992,-214.689,-892.783
2016-01-03 20:00:00,-25.913,-165.338,-53.271,-83.796,-83.848,-172.294,-116.349,-94.615,-13.567,-39.664,-61.21,-114.615,-203.237,-206.933,-235.803,-195.781,-849.962,-382.759,-256.468,-383.259,-235.803,-195.781,-849.962
2016-01-03 21:00:00,-26.796,-174.693,-56.556,-75.056,-75.276,-165.606,-103.715,-81.473,-13.297,-41.949,-54.117,-107.334,-215.744,-184.116,-212.674,-179.754,-796.164,-345.567,-270.99,-350.794,-212.674,-179.754,-796.164
2016-01-03 22:00:00,-27.854,-184.307,-59.94,-89.699,-82.174,-159.051,-91.126,-94.347,-13.03,-44.648,-62.116,-100.963,-231.634,-161.55,-190.741,-184.304,-757.037,-324.63,-289.311,-344.523,-190.741,-184.304,-757.037
2016-01-03 23:00:00,-25.996,-191.202,-62.337,-93.312,-89.238,-140.887,-81.223,-111.726,-16.285,-46.951,-75.821,-107.755,-240.276,-149.882,-174.523,-159.639,-762.66,-333.458,-303.512,-333.836,-174.523,-159.639,-762.66
2016-01-04 00:00:00,-20.122,-185.249,-60.167,-89.765,-99.83,-117.4,-84.967,-116.348,-23.326,-45.99,-97.007,-98.348,-224.651,-168.724,-183.573,-124.558,-613.045,-364.079,-293.967,-318.715,-183.573,-124.558,-613.045
2016-01-04 01:00:00,-16.8,-159.041,-55.431,-81.402,-107.268,-107.18,-80.584,-115.94,-26.947,-45.384,-108.391,-79.367,-207.001,-172.508,-177.112,-100.856,-544.591,-360.265,-279.332,-303.705,-177.112,-100.856,-544.591
2016-01-04 02:00:00,-16.431,-138.941,-51.896,-80.857,-103.441,-105.814,-74.564,-115.855,-25.957,-37.695,-104.766,-68.434,-197.392,-139.083,-139.706,-94.875,-550.964,-312.284,-261.045,-296.234,-139.706,-94.875,-550.964
2016-01-04 03:00:00,-16.08,-130.157,-48.48,-82.165,-104.793,-95.351,-68.882,-116.173,-26.357,-31.712,-104.584,-64.078,-193.27,-122.651,-130.924,-89.076,-557.389,-291.313,-251.339,-280.406,-130.924,-89.076,-557.389
2016-01-04 04:00:00,-16.546,-133.578,-46.301,-84.69,-111.357,-91.304,-67.45,-116.482,-27.316,-30.216,-110.482,-68.119,-195.394,-124.017,-135.609,-86.384,-588.519,-302.618,-252.926,-275.236,-135.609,-86.384,-588.519
2016-01-04 05:00:00,-18.03,-145.483,-45.348,-85.593,-118.686,-99.694,-66.034,-116.482,-28.509,-35.671,-117.318,-84.403,-197.702,-148.838,-141.808,-84.786,-636.088,-350.558,-261.882,-282.21,-141.808,-84.786,-636.088
2016-01-04 06:00:00,-21.109,-164.621,-44.404,-100.005,-126.359,-122.218,-66.425,-119.517,-29.784,-43.72,-124.735,-104.733,-202.497,-168.922,-154.84,-83.264,-691.261,-398.39,-276.001,-308.16,-154.84,-83.264,-691.261
2016-01-04 07:00:00,-26.257,-195.294,-45.346,-116.946,-136.726,-161.373,-69.208,-129.47,-31.803,-41.591,-134.198,-121.739,-203.116,-161.763,-176.879,-86.453,-736.921,-417.699,-276.511,-360.05,-176.879,-86.453,-736.921
2016-01-04 08:00:00,-34.967,-238.926,-46.758,-136.51,-155.467,-210.266,-65.514,-166.811,-36.976,-40.224,-151.886,-129.288,-271.792,-154.656,-218.394,-85.532,-1080.258,-435.83,-348.992,-442.59,-218.394,-85.532,-1080.258
2016-01-04 09:00:00,-45.427,-290.936,-43.86,-157.694,-165.922,-265.194,-68.522,-148.893,-38.303,-39.174,-154.662,-150.786,-362.062,-148.381,-273.83,-81.512,-1428.646,-453.828,-439.54,-482.609,-273.83,-81.512,-1428.646
2016-01-04 10:00:00,-57.256,-348.064,-49.115,-179.816,-163.786,-308.403,-79.677,-171.75,-37.892,-38.138,-151.636,-174.721,-428.252,-162.58,-334.484,-97.453,-1696.033,-488.937,-504.281,-559.83,-334.484,-97.453,-1696.033
2016-01-04 11:00:00,-56.837,-385.393,-55.826,-193.081,-160.371,-315.406,-85.912,-181.037,-37.482,-52.277,-148.052,-193.677,-460.127,-177.7,-360.857,-109.93,-1956.138,-519.428,-549.886,-582.355,-360.857,-109.93,-1956.138
2016-01-04 12:00:00,-55.249,-379.027,-57.303,-195.144,-156.605,-310.264,-81.375,-188.05,-37.07,-45.452,-143.976,-195.426,-456.251,-157.431,-365.068,-109.5,-2181.578,-496.832,-538.773,-579.69,-365.068,-109.5,-2181.578
2016-01-04 13:00:00,-53.666,-353.819,-51.293,-196.477,-154.386,-307.733,-73.823,-188.666,-36.837,-45.378,-144.037,-184.811,-422.876,-157.091,-352.597,-102.559,-2164.264,-485.94,-505.091,-570.222,-352.597,-102.559,-2164.264
2016-01-04 14:00:00,-52.472,-374.746,-46.672,-196.367,-157.282,-365.163,-70.981,-189.284,-37.115,-45.304,-147.893,-209.705,-441.01,-156.748,-317.849,-95.851,-1967.383,-514.346,-523.43,-625.428,-317.849,-95.851,-1967.383
2016-01-04 15:00:00,-51.376,-365.929,-48.945,-194.681,-161.182,-379.608,-81.579,-189.9,-37.906,-45.23,-150.058,-235.731,-432.597,-156.408,-322.724,-106.534,-1696.176,-542.196,-515.732,-651.088,-322.724,-106.534,-1696.176
2016-01-04 16:00:00,-57.18,-361.469,-60.35,-209.635,-164.839,-389.496,-103.825,-190.521,-38.885,-45.156,-152.237,-262.419,-460.848,-156.068,-394.669,-140.174,-2067.519,-570.724,-544.889,-683.842,-394.669,-140.174,-2067.519
2016-01-04 17:00:00,-74.24,-343.714,-82.523,-257.04,-164.568,-377.703,-128.749,-181.747,-39.271,-44.917,-148.404,-290.545,-489.985,-155.643,-477.327,-187.612,-2395.238,-594.593,-574.173,-688.2,-477.327,-187.612,-2395.238
2016-01-04 18:00:00,-65.024,-307.162,-108.158,-236.746,-151.491,-352.048,-144.727,-172.798,-36.484,-43.956,-137.863,-300.477,-460.756,-153.318,-488.625,-219.561,-2592.654,-591.658,-541.196,-669.574,-488.625,-219.561,-2592.654
2016-01-04 19:00:00,-47.382,-249.58,-99.571,-186.921,-129.203,-306.03,-133.704,-135.377,-31.089,-43.005,-119.986,-277.433,-363.625,-151.007,-358.918,-200.52,-2364.537,-548.426,-437.719,-575.11,-358.918,-200.52,-2364.537
2016-01-04 20:00:00,-37.986,-214.198,-91.874,-142.966,-92.232,-252.779,-125.469,-84.889,-21.869,-35.922,-88.203,-228.966,-254.205,-131.803,-246.074,-181.471,-2055.381,-448.972,-311.995,-463.137,-246.074,-181.471,-2055.381
2016-01-04 21:00:00,-31.074,-175.486,-87.748,-140.793,-64.303,-196.92,-119.203,-76.084,-16.859,-34.108,-71.998,-170.412,-234.333,-129.283,-175.923,-170.688,-1487.247,-371.694,-285.301,-392.207,-175.923,-170.688,-1487.247
2016-01-04 22:00:00,-24.838,-143.079,-86.85,-136.483,-76.257,-140.969,-116.883,-81.554,-22.214,-43.645,-89.879,-147.926,-227.361,-162.028,-150.743,-168.077,-962.022,-399.833,-293.221,-339.406,-150.743,-168.077,-962.022
2016-01-04 23:00:00,-21.087,-133.196,-73.223,-106.628,-70.149,-119.119,-111.938,-74.988,-19.746,-44.089,-73.457,-140.892,-232.218,-166.995,-140.703,-134.863,-840.395,-381.344,-296.053,-306.045,-140.703,-134.863,-840.395
2016-01-05 00:00:00,-18.353,-133.948,-53.31,-100.621,-70.554,-138.989,-117.901,-75.825,-18.501,-36.456,-55.126,-156.676,-279.506,-140.306,-127.995,-93.089,-677.428,-352.108,-334.463,-332.714,-127.995,-93.089,-677.428
2016-01-05 01:00:00,-19.294,-130.022,-44.339,-81.789,-66.452,-146.602,-128.2,-78.151,-16.749,-33.8,-48.074,-157.235,-306.343,-124.481,-143.668,-73.881,-579.666,-329.789,-356.892,-352.954,-143.668,-73.881,-579.666
2016-01-05 02:00:00,-16.314,-125.456,-42.023,-74.173,-51.555,-144.357,-117.531,-78.344,-12.506,-36.123,-52.242,-154.399,-294.291,-122.159,-128.021,-74.267,-563.083,-328.8,-342.92,-340.232,-128.021,-74.267,-563.083
2016-01-05 03:00:00,-15.776,-121.373,-36.326,-71.611,-46.802,-142.881,-110.167,-72.305,-12.635,-37.462,-54.204,-157.433,-296.275,-120.665,-123.975,-69.829,-547.769,-332.303,-346.371,-325.353,-123.975,-69.829,-547.769
2016-01-05 04:00:00,-16.47,-123.498,-29.818,-74.292,-48.148,-140.936,-108.785,-70.914,-13.514,-37.469,-54.245,-178.683,-313.441,-118.662,-129.703,-63.758,-556.872,-351.59,-364.424,-320.636,-129.703,-63.758,-556.872
2016-01-05 05:00:00,-17.914,-130.025,-29.173,-81.31,-50.832,-141.585,-112.281,-73.618,-14.613,-37.476,-54.287,-200.783,-333.579,-118.075,-143.597,-68.773,-591.25,-373.144,-385.669,-327.484,-143.597,-68.773,-591.25
2016-01-05 06:00:00,-20.022,-143.13,-44.337,-92.183,-56.047,-182.93,-125.776,-82.018,-16.512,-34.612,-50.102,-221.9,-357.059,-150.126,-164.582,-80.074,-670.717,-422.127,-408.183,-390.723,-164.582,-80.074,-670.717
2016-01-05 07:00:00,-22.282,-174.107,-57.169,-107.762,-65.488,-223.696,-156.243,-104.57,-19.542,-48.808,-66.467,-243.919,-388.857,-190.894,-185.171,-101.822,-837.682,-501.28,-457.208,-484.509,-185.171,-101.822,-837.682
2016-01-05 08:00:00,-24.502,-221.5,-69.33,-127.637,-85.525,-266.952,-199.259,-143.692,-23.338,-64.631,-87.284,-266.98,-446.405,-233.669,-203.469,-134.15,-1113.672,-587.932,-534.374,-609.903,-203.469,-134.15,-1113.672
2016-01-05 09:00:00,-34.262,-283.388,-79.042,-152.432,-105.427,-314.025,-217.216,-184.966,-27.787,-82.249,-106.949,-276.0,-445.844,-280.588,-280.403,-170.502,-1454.974,-663.536,-555.88,-716.207,-280.403,-170.502,-1454.974
2016-01-05 10:00:00,-47.018,-352.894,-85.131,-179.428,-126.622,-351.21,-212.26,-221.478,-31.035,-101.554,-128.609,-249.442,-434.629,-331.796,-386.653,-210.926,-1841.9,-709.848,-567.218,-784.947,-386.653,-210.926,-1841.9
2016-01-05 11:00:00,-51.658,-367.136,-88.008,-195.729,-136.429,-331.0,-225.127,-229.824,-32.675,-120.079,-152.12,-249.416,-423.955,-327.528,-409.301,-224.645,-1858.679,-729.064,-576.709,-785.951,-409.301,-224.645,-1858.679
