,A,B,C,D,E,F1,G1,H1,I1,J1,K1,L,M,N,O,P,Q,H,G,F,K,I,J
2016-01-01 00:00:00,-2.01,-3.823,-2.187,-5.756,-4.546,-10.293,-0.133,-5.12,-1.179,-2.909,-7.187,-4.291,-10.082,-5.429,-6.68,-6.737,-0.354,-16.907,-14.17,-15.547,-6.68,-6.737,-0.354
2016-01-01 01:00:00,-2.719,-5.016,-2.672,-7.289,-5.313,-8.138,-0.131,-4.702,-1.565,-3.917,-8.089,-2.26,-12.163,-7.2,-6.856,-9.085,-0.188,-17.549,-17.645,-12.971,-6.856,-9.085,-0.188
2016-01-01 02:00:00,-2.734,-5.015,-2.819,-7.286,-5.324,-8.667,-0.131,-4.687,-1.578,-3.908,-8.49,-2.258,-12.183,-7.453,-6.866,-9.063,-0.167,-18.201,-17.669,-13.485,-6.866,-9.063,-0.167
2016-01-01 03:00:00,-2.736,-5.015,-2.79,-7.284,-5.288,-9.927,-0.131,-4.672,-1.58,-3.879,-8.49,-2.255,-12.085,-7.429,-6.873,-8.997,-0.155,-18.174,-17.544,-14.73,-6.873,-8.997,-0.155
2016-01-01 04:00:00,-2.723,-5.015,-2.717,-7.278,-5.214,-11.277,-0.131,-4.658,-1.579,-3.848,-8.366,-2.254,-11.871,-7.273,-6.865,-8.926,-0.153,-17.893,-17.298,-16.066,-6.865,-8.926,-0.153
2016-01-01 05:00:00,-2.701,-5.016,-2.667,-7.268,-5.065,-12.716,-0.131,-5.786,-1.575,-3.798,-8.077,-2.253,-11.367,-7.164,-6.855,-8.81,-0.152,-17.494,-16.74,-18.633,-6.855,-8.81,-0.152
2016-01-01 06:00:00,-2.661,-5.018,-2.618,-7.257,-4.877,-14.386,-0.132,-7.388,-1.931,-3.749,-7.9,-2.252,-11.684,-7.073,-9.123,-8.695,-0.16,-17.224,-17.365,-21.907,-9.123,-8.695,-0.16
2016-01-01 07:00:00,-2.804,-5.05,-3.08,-6.986,-4.692,-21.639,-0.004,-9.186,-2.62,-4.285,-8.554,-2.92,-10.757,-6.982,-14.953,-9.938,-0.238,-18.456,-17.662,-30.829,-14.953,-9.938,-0.238
2016-01-01 08:00:00,-4.023,-0.725,-4.178,-7.219,-5.172,-30.366,-6.222,-10.586,-3.73,-5.301,-7.883,-8.78,-10.175,-9.789,-29.129,-12.295,-51.179,-26.452,-19.205,-47.174,-29.129,-12.295,-51.179
2016-01-01 09:00:00,-7.949,-7.52,-7.406,-10.121,-8.579,-90.69,-27.254,-10.892,-5.492,-7.964,-6.606,-20.53,-8.195,-32.49,-43.116,-18.472,-222.841,-59.625,-21.651,-128.837,-43.116,-18.472,-222.841
2016-01-01 10:00:00,-12.79,-53.022,-12.891,-20.128,-18.441,-56.019,-52.762,-17.613,-6.842,-11.598,-4.043,-39.726,-2.478,-41.163,-49.787,-26.9,-758.184,-84.933,-20.918,-126.394,-49.787,-26.9,-758.184
2016-01-01 11:00:00,-13.903,-94.539,-20.293,-46.57,-17.343,-97.516,-56.991,-20.99,-7.853,-12.705,-0.729,-63.93,-0.076,-29.462,-61.73,-29.468,-825.332,-94.121,-20.634,-175.497,-61.73,-29.468,-825.332
2016-01-01 12:00:00,-12.25,-79.206,-14.411,-72.621,-13.458,-134.824,-51.95,-15.893,-9.025,-12.155,-0.398,-78.539,-0.089,-27.61,-79.551,-28.191,-661.417,-106.547,-21.27,-202.667,-79.551,-28.191,-661.417
2016-01-01 13:00:00,-10.606,-61.121,-12.069,-75.173,-13.619,-84.199,-49.385,-17.588,-10.367,-12.786,-0.391,-78.964,-0.103,-27.842,-104.352,-29.654,-524.377,-107.197,-23.255,-151.171,-104.352,-29.654,-524.377
2016-01-01 14:00:00,-10.286,-47.554,-13.589,-114.036,-13.616,-65.168,-67.608,-30.316,-15.648,-15.152,-0.384,-108.866,-0.117,-31.994,-165.838,-35.142,-404.84,-141.245,-30.917,-163.092,-165.838,-35.142,-404.84
2016-01-01 15:00:00,-13.906,-36.723,-28.38,-79.183,-19.81,-70.906,-85.317,-48.509,-11.036,-19.963,-0.377,-116.498,-0.133,-49.091,-98.232,-46.301,-382.182,-165.965,-31.132,-204.732,-98.232,-46.301,-382.182
2016-01-01 16:00:00,-23.585,-55.416,-28.824,-33.608,-30.262,-80.422,-84.283,-70.96,-8.385,-26.762,-0.369,-124.389,-0.136,-69.833,-84.652,-62.069,-479.329,-194.592,-35.282,-235.665,-84.652,-62.069,-479.329
2016-01-01 17:00:00,-17.256,-64.034,-9.967,-32.526,-42.921,-71.14,-79.456,-67.805,-8.37,-34.555,-0.36,-113.821,-0.139,-82.309,-93.392,-80.145,-433.344,-196.489,-43.065,-218.4,-93.392,-80.145,-433.344
2016-01-01 18:00:00,-10.017,-45.593,-13.388,-28.542,-44.522,-57.703,-67.888,-60.399,-8.422,-24.863,-0.351,-57.035,-0.142,-48.255,-97.57,-57.665,-268.001,-105.64,-33.427,-185.991,-97.57,-57.665,-268.001
2016-01-01 19:00:00,-6.98,-26.467,-12.019,-24.541,-20.906,-45.675,-45.942,-44.908,-8.823,-12.884,-0.341,-31.81,-0.146,-10.715,-107.634,-29.883,-139.227,-42.867,-21.853,-136.524,-107.634,-29.883,-139.227
2016-01-01 20:00:00,-4.502,-12.653,-8.072,-20.504,-8.466,-35.049,-13.233,-23.236,-6.59,-3.217,-0.332,-21.448,-0.149,-2.017,-84.388,-7.461,-71.965,-23.798,-9.956,-71.518,-84.388,-7.461,-71.965
2016-01-01 21:00:00,-2.648,-6.741,-4.908,-16.831,-5.457,-25.829,-6.693,-9.776,-4.148,-0.724,-0.322,-16.048,-0.151,-1.85,-59.557,-1.68,-64.893,-18.22,-5.023,-42.298,-59.557,-1.68,-64.893
2016-01-01 22:00:00,-2.029,-5.397,-2.841,-13.757,-6.105,-18.509,-6.51,-7.266,-2.269,-1.016,-0.309,-13.309,-0.15,-2.076,-39.045,-2.357,-56.965,-15.694,-3.435,-32.285,-39.045,-2.357,-56.965
2016-01-01 23:00:00,-2.056,-6.817,-2.194,-12.681,-6.089,-17.109,-7.361,-6.374,-1.143,-1.658,-0.228,-12.847,-3.866,-5.016,-19.286,-3.827,-63.765,-18.091,-6.667,-30.845,-19.286,-3.827,-63.765
2016-01-02 00:00:00,-1.872,-8.835,-0.895,-10.946,-4.795,-13.676,-9.122,-3.968,-1.523,-2.775,-0.092,-10.083,-11.3,-10.742,-12.169,-6.382,-79.678,-20.917,-15.599,-26.766,-12.169,-6.382,-79.678
2016-01-02 01:00:00,-1.842,-9.922,-0.249,-10.098,-4.203,-10.533,-10.166,-1.635,-1.308,-3.34,-0.023,-6.621,-15.079,-13.854,-8.726,-6.302,-85.813,-20.498,-19.727,-22.334,-8.726,-6.302,-85.813
2016-01-02 02:00:00,-1.971,-9.95,-0.248,-10.1,-4.16,-10.303,-10.335,-1.329,-1.098,-3.342,-0.023,-6.599,-15.086,-14.116,-8.819,-5.369,-86.225,-20.738,-19.525,-21.967,-8.819,-5.369,-86.225
2016-01-02 03:00:00,-1.948,-9.848,-0.248,-10.059,-4.159,-10.143,-10.267,-1.153,-1.016,-3.342,-0.023,-6.571,-15.071,-14.313,-8.842,-4.834,-86.491,-20.907,-19.429,-21.564,-8.842,-4.834,-86.491
2016-01-02 04:00:00,-1.904,-9.549,-0.248,-10.005,-4.159,-10.105,-10.066,-1.079,-1.073,-3.29,-0.024,-6.832,-15.025,-14.287,-8.825,-4.678,-86.732,-21.142,-19.388,-21.25,-8.825,-4.678,-86.732
2016-01-02 05:00:00,-1.861,-9.18,-0.247,-9.937,-4.153,-11.708,-10.008,-1.323,-1.367,-3.163,-0.025,-7.481,-14.931,-14.054,-8.796,-5.147,-86.862,-21.56,-19.46,-23.038,-8.796,-5.147,-86.862
2016-01-02 06:00:00,-1.826,-8.794,-0.247,-9.869,-4.141,-11.264,-9.958,-1.424,-1.234,-2.94,-0.027,-7.273,-14.608,-13.807,-8.663,-4.826,-86.911,-21.106,-18.781,-22.646,-8.663,-4.826,-86.911
2016-01-02 07:00:00,-1.792,-8.413,-0.246,-10.283,-4.129,-10.005,-11.736,-1.247,-1.068,-3.335,-0.029,-6.685,-14.288,-14.281,-8.472,-4.037,-86.959,-20.995,-18.691,-22.987,-8.472,-4.037,-86.959
2016-01-02 08:00:00,-1.759,-8.829,-0.246,-12.708,-4.117,-4.91,-16.589,-0.378,-0.563,-6.909,-0.031,-3.768,-14.033,-15.411,-8.284,-1.846,-86.948,-19.209,-21.506,-21.878,-8.284,-1.846,-86.948
2016-01-02 09:00:00,-1.781,-13.177,-0.156,-16.638,-4.3,-0.645,-26.647,-0.007,-0.178,-12.716,-0.057,-1.348,-13.966,-18.967,-8.215,-0.45,-73.649,-20.373,-26.861,-27.299,-8.215,-0.45,-73.649
2016-01-02 10:00:00,-1.692,-40.112,-0.014,-26.701,-2.053,-0.111,-31.085,-0.37,-0.057,-12.851,-0.183,-0.041,-13.929,-25.642,-8.177,-0.026,-18.897,-25.866,-26.836,-31.566,-8.177,-0.026,-18.897
2016-01-02 11:00:00,-0.344,-47.104,-0.67,-33.513,-0.047,-0.114,-30.047,-0.317,-0.056,-9.189,-1.538,-0.035,-14.01,-38.409,-8.203,-0.025,-8.739,-39.982,-23.255,-30.479,-8.203,-0.025,-8.739
2016-01-02 12:00:00,-0.017,-39.915,-2.299,-27.216,-0.185,-0.118,-29.98,-0.289,-0.056,-19.43,-4.994,-0.034,-14.916,-36.938,-8.502,-0.027,-8.91,-41.966,-34.402,-30.387,-8.502,-0.027,-8.91
2016-01-02 13:00:00,-0.014,-101.477,-3.616,-33.51,-0.188,-0.119,-34.691,-0.272,-0.056,-15.742,-5.735,-0.033,-15.333,-37.681,-8.556,-0.028,-9.083,-43.449,-31.131,-35.082,-8.556,-0.028,-9.083
2016-01-02 14:00:00,-0.013,-54.46,-3.491,-36.089,-0.19,-0.119,-50.245,-0.27,-0.056,-12.326,-3.976,-0.033,-16.916,-74.708,-8.155,-0.028,-9.257,-78.717,-29.299,-50.634,-8.155,-0.028,-9.257
2016-01-02 15:00:00,-0.011,-50.701,-3.074,-37.633,-0.193,-0.119,-46.419,-0.267,-0.057,-12.625,-3.439,-0.033,-16.953,-76.889,-8.597,-0.029,-9.434,-80.361,-29.635,-46.805,-8.597,-0.029,-9.434
2016-01-02 16:00:00,-0.01,-47.877,-3.181,-34.814,-0.191,-0.119,-38.619,-0.264,-0.057,-11.785,-4.83,-0.033,-16.956,-66.572,-9.13,-0.029,-9.488,-71.435,-28.799,-39.003,-9.13,-0.029,-9.488
2016-01-02 17:00:00,-0.01,-44.065,-5.441,-13.811,-0.186,-0.119,-30.964,-0.262,-0.058,-10.611,-9.459,-0.032,-16.239,-56.999,-9.145,-0.03,-9.527,-66.49,-26.908,-31.346,-9.145,-0.03,-9.527
2016-01-02 18:00:00,-0.01,-35.82,-7.649,-16.85,-0.181,-0.119,-23.295,-0.259,-0.058,-7.846,-7.731,-0.032,-14.942,-45.454,-8.55,-0.03,-9.566,-53.218,-22.845,-23.674,-8.55,-0.03,-9.566
2016-01-02 19:00:00,-0.009,-23.945,-4.13,-13.439,-0.177,-0.119,-16.501,-0.266,-0.058,-5.497,-4.429,-0.032,-14.722,-35.202,-8.028,-0.03,-9.605,-39.664,-20.277,-16.887,-8.028,-0.03,-9.605
2016-01-02 20:00:00,-0.009,-14.455,-2.915,-8.951,-0.172,-0.12,-7.836,-0.274,-0.058,-3.565,-4.452,-0.033,-15.105,-23.354,-8.021,-0.03,-9.644,-27.839,-18.727,-8.229,-8.021,-0.03,-9.644
2016-01-02 21:00:00,-0.01,-11.001,-2.748,-7.794,-0.165,-0.12,-7.816,-0.282,-0.057,-3.214,-4.345,-0.033,-15.589,-16.871,-8.046,-0.03,-9.645,-21.249,-18.86,-8.218,-8.046,-0.03,-9.645
2016-01-02 22:00:00,-0.012,-10.905,-2.545,-7.874,-0.153,-0.12,-7.944,-0.29,-0.057,-3.218,-4.272,-0.033,-15.707,-17.708,-8.108,-0.03,-9.625,-22.013,-18.982,-8.354,-8.108,-0.03,-9.625
2016-01-02 23:00:00,-0.749,-10.744,-3.104,-8.466,-1.274,-3.78,-8.371,-2.481,-0.547,-3.44,-4.85,-1.306,-12.279,-16.145,-8.32,-0.998,-19.117,-22.3,-16.266,-14.632,-8.32,-0.998,-19.117
2016-01-03 00:00:00,-2.218,-10.612,-4.17,-9.488,-3.537,-11.1,-8.412,-6.847,-1.527,-3.875,-5.845,-3.85,-4.093,-12.573,-6.958,-2.933,-38.14,-22.268,-9.495,-26.359,-6.958,-2.933,-38.14
2016-01-03 01:00:00,-3.065,-10.692,-4.82,-10.31,-4.831,-14.499,-8.508,-9.429,-2.044,-4.163,-6.356,-5.342,-0.0,-11.491,-6.52,-4.065,-47.854,-23.189,-6.207,-32.436,-6.52,-4.065,-47.854
2016-01-03 02:00:00,-3.061,-10.589,-4.854,-10.708,-4.661,-14.529,-8.617,-9.911,-2.059,-4.259,-6.346,-5.072,-0.0,-11.596,-6.752,-4.143,-48.087,-23.014,-6.318,-33.057,-6.752,-4.143,-48.087
2016-01-03 03:00:00,-3.046,-10.571,-4.817,-10.719,-4.473,-14.521,-8.651,-9.977,-2.057,-4.263,-6.314,-4.659,-0.0,-11.452,-6.894,-4.098,-48.112,-22.424,-6.321,-33.149,-6.894,-4.098,-48.112
2016-01-03 04:00:00,-3.022,-10.521,-4.79,-10.57,-4.229,-14.504,-8.643,-9.948,-2.053,-4.239,-6.257,-4.278,-0.0,-11.256,-6.864,-4.065,-47.452,-21.791,-6.292,-33.095,-6.864,-4.065,-47.452
2016-01-03 05:00:00,-2.999,-10.471,-4.777,-10.441,-3.992,-14.358,-8.634,-9.909,-2.047,-4.171,-6.163,-3.914,-0.0,-11.028,-6.801,-4.012,-46.336,-21.106,-6.218,-32.901,-6.801,-4.012,-46.336
2016-01-03 06:00:00,-2.99,-10.421,-4.764,-11.001,-3.761,-14.114,-8.624,-9.87,-2.044,-4.104,-6.07,-3.567,-0.0,-11.926,-6.697,-3.938,-44.151,-21.563,-6.148,-32.609,-6.697,-3.938,-44.151
2016-01-03 07:00:00,-2.981,-12.617,-4.751,-12.693,-4.078,-13.872,-8.614,-10.827,-2.042,-4.64,-5.978,-4.034,-0.0,-14.535,-6.594,-3.864,-42.018,-24.547,-6.682,-33.314,-6.594,-3.864,-42.018
2016-01-03 08:00:00,-2.972,-15.325,-5.864,-16.859,-5.352,-13.748,-10.399,-12.592,-2.04,-5.746,-7.305,-6.509,-0.0,-20.602,-9.444,-4.829,-56.501,-34.416,-7.786,-36.74,-9.444,-4.829,-56.501
2016-01-03 09:00:00,-2.958,-22.258,-7.129,-23.542,-6.798,-12.772,-12.873,-15.721,-2.025,-9.021,-8.79,-9.573,-0.001,-30.36,-14.079,-7.237,-128.327,-48.723,-11.047,-41.366,-14.079,-7.237,-128.327
2016-01-03 10:00:00,-1.412,-31.736,-10.684,-26.659,-12.901,-5.897,-19.945,-20.502,-2.008,-15.435,-12.871,-21.087,-0.08,-46.503,-27.213,-13.468,-164.897,-80.461,-17.523,-46.344,-27.213,-13.468,-164.897
2016-01-03 11:00:00,-0.338,-37.679,-15.432,-26.139,-21.214,-1.415,-27.563,-25.689,-1.996,-18.95,-19.434,-37.846,-2.581,-48.94,-45.822,-25.285,-95.541,-106.221,-23.527,-54.667,-45.822,-25.285,-95.541
2016-01-03 12:00:00,-0.343,-28.235,-12.956,-25.977,-32.073,-1.166,-12.273,-12.162,-2.076,-18.104,-22.01,-55.295,-9.486,-45.514,-42.025,-24.753,-329.593,-122.819,-29.666,-25.601,-42.025,-24.753,-329.593
2016-01-03 13:00:00,-0.343,-29.186,-15.348,-34.341,-29.734,-1.175,-10.972,-10.086,-2.175,-17.621,-18.894,-56.857,-12.802,-44.983,-34.188,-17.666,-269.864,-120.735,-32.599,-22.232,-34.188,-17.666,-269.864
2016-01-03 14:00:00,-0.343,-30.801,-16.706,-58.293,-23.077,-1.184,-13.661,-12.834,-2.193,-23.236,-20.577,-47.442,-11.108,-56.654,-42.593,-23.299,-219.316,-124.673,-36.537,-27.678,-42.593,-23.299,-219.316
2016-01-03 15:00:00,-0.343,-32.198,-16.86,-54.506,-18.485,-1.192,-16.789,-15.218,-2.218,-31.246,-22.143,-39.384,-9.532,-81.897,-51.024,-28.227,-214.061,-143.425,-42.996,-33.199,-51.024,-28.227,-214.061
2016-01-03 16:00:00,-0.336,-25.532,-16.6,-48.306,-16.332,-1.196,-20.24,-17.804,-2.271,-26.91,-20.498,-32.428,-10.154,-72.627,-60.219,-31.859,-197.026,-125.552,-39.335,-39.239,-60.219,-31.859,-197.026
2016-01-03 17:00:00,-0.328,-10.401,-7.784,-41.538,-11.091,-1.185,-19.141,-17.923,-2.224,-21.064,-10.828,-34.365,-14.464,-58.207,-59.071,-29.969,-175.975,-103.399,-37.751,-38.249,-59.071,-29.969,-175.975
2016-01-03 18:00:00,-0.32,-16.829,-10.09,-33.748,-0.818,-1.175,-17.96,-17.221,-2.127,-14.8,-18.237,-13.605,-26.122,-43.729,-57.488,-27.666,-132.31,-75.571,-43.049,-36.356,-57.488,-27.666,-132.31
2016-01-03 19:00:00,-0.313,-11.863,-7.634,-26.765,-0.168,-1.164,-14.635,-14.119,-2.025,-9.474,-14.293,-2.058,-11.349,-30.711,-40.561,-19.338,-94.867,-47.063,-22.847,-29.918,-40.561,-19.338,-94.867
2016-01-03 20:00:00,-0.305,-7.828,-4.918,-16.201,-0.387,-1.153,-9.83,-7.999,-2.008,-3.437,-8.454,-0.359,-12.435,-18.295,-14.067,-9.102,-63.635,-27.108,-17.879,-18.983,-14.067,-9.102,-63.635
2016-01-03 21:00:00,-0.302,-7.608,-4.422,-13.495,-0.366,-1.154,-7.417,-5.525,-2.131,-2.477,-7.454,-0.351,-11.958,-17.357,-9.74,-5.705,-60.706,-25.163,-16.566,-14.095,-9.74,-5.705,-60.706
2016-01-03 22:00:00,-0.302,-7.72,-4.447,-13.714,-0.366,-1.162,-6.37,-5.184,-2.283,-2.551,-7.457,-0.368,-11.501,-17.769,-9.551,-5.113,-60.828,-25.593,-16.335,-12.716,-9.551,-5.113,-60.828
2016-01-03 23:00:00,-0.24,-5.875,-4.071,-11.173,-1.344,-5.951,-7.904,-5.582,-2.179,-2.041,-6.491,-1.822,-10.386,-16.362,-8.606,-6.443,-56.395,-24.675,-14.607,-19.437,-8.606,-6.443,-56.395
2016-01-04 00:00:00,-0.117,-1.959,-3.27,-5.759,-3.298,-15.51,-10.067,-6.141,-1.683,-0.966,-4.556,-4.697,-8.21,-11.631,-6.467,-9.128,-47.282,-20.884,-10.859,-31.718,-6.467,-9.128,-47.282
2016-01-04 01:00:00,-0.053,-0.002,-2.872,-3.026,-4.483,-20.685,-11.184,-7.738,-1.422,-0.427,-3.586,-6.204,-7.79,-9.331,-5.732,-10.619,-46.189,-19.122,-9.639,-39.606,-5.732,-10.619,-46.189
2016-01-04 02:00:00,-0.053,-0.002,-2.872,-2.999,-4.602,-20.992,-11.218,-7.954,-1.409,-0.427,-3.584,-6.291,-8.166,-9.405,-6.14,-10.675,-47.77,-19.28,-10.002,-40.164,-6.14,-10.675,-47.77
2016-01-04 03:00:00,-0.052,-0.003,-2.843,-2.973,-4.569,-21.03,-11.253,-7.929,-1.396,-0.426,-3.582,-6.31,-8.136,-9.422,-6.116,-10.448,-47.769,-19.314,-9.958,-40.212,-6.116,-10.448,-47.769
2016-01-04 04:00:00,-0.052,-0.003,-2.782,-2.951,-4.515,-20.973,-11.254,-7.658,-1.383,-0.426,-3.58,-6.272,-7.866,-9.383,-6.009,-10.127,-45.377,-19.236,-9.676,-39.886,-6.009,-10.127,-45.377
2016-01-04 05:00:00,-0.052,-0.004,-2.607,-2.932,-4.393,-20.957,-11.182,-7.849,-1.372,-0.427,-3.647,-6.259,-7.696,-9.296,-5.887,-9.979,-42.953,-19.201,-9.495,-39.988,-5.887,-9.979,-42.953
2016-01-04 06:00:00,-0.051,-0.004,-2.407,-2.916,-4.832,-20.949,-11.11,-7.715,-1.352,-0.427,-4.382,-6.247,-7.663,-9.2,-8.426,-13.567,-42.449,-19.83,-9.442,-39.774,-8.426,-13.567,-42.449
2016-01-04 07:00:00,-0.052,-0.071,-4.405,-2.847,-6.482,-29.047,-10.386,-7.065,-1.318,-0.106,-5.186,-6.278,-12.301,-9.407,-16.01,-19.259,-37.247,-20.871,-13.725,-46.499,-16.01,-19.259,-37.247
2016-01-04 08:00:00,-1.003,-11.39,-10.234,-3.862,-10.714,-47.858,-11.171,-5.497,-1.561,-2.052,-6.057,-6.892,-34.592,-11.693,-38.679,-26.793,-30.034,-24.641,-38.204,-64.526,-38.679,-26.793,-30.034
2016-01-04 09:00:00,-5.552,-69.945,-23.682,-5.869,-15.913,-86.845,-18.293,-1.518,-2.27,-10.158,-7.314,-7.854,-105.749,-25.823,-104.542,-36.02,-17.814,-40.992,-118.178,-106.656,-104.542,-36.02,-17.814
2016-01-04 10:00:00,-14.105,-177.15,-32.286,-10.2,-17.6,-177.043,-39.409,-0.005,-3.815,-20.385,-9.036,-11.255,-133.44,-44.26,-147.478,-49.291,-3.245,-64.551,-157.639,-216.457,-147.478,-49.291,-3.245
2016-01-04 11:00:00,-20.13,-167.738,-26.502,-23.979,-15.081,-197.479,-76.646,-0.003,-8.029,-23.35,-7.951,-25.295,-118.752,-35.144,-132.595,-52.125,-1.305,-68.39,-150.132,-274.128,-132.595,-52.125,-1.305
2016-01-04 12:00:00,-19.989,-131.434,-20.364,-36.393,-17.069,-182.816,-55.045,-0.002,-10.969,-21.883,-11.055,-44.937,-100.899,-35.921,-124.615,-40.248,-1.261,-91.913,-133.751,-237.863,-124.615,-40.248,-1.261
2016-01-04 13:00:00,-19.105,-98.502,-16.647,-41.839,-24.169,-167.255,-41.363,-0.002,-11.079,-20.841,-5.558,-15.938,-88.878,-35.365,-178.237,-37.124,-1.193,-56.862,-120.798,-208.62,-178.237,-37.124,-1.193
2016-01-04 14:00:00,-28.087,-70.313,-19.621,-73.472,-36.173,-220.291,-78.976,-0.002,-17.365,-32.78,-12.537,-12.755,-90.1,-34.607,-140.533,-51.571,-1.127,-59.899,-140.245,-299.269,-140.533,-51.571,-1.127
2016-01-04 15:00:00,-33.725,-58.29,-36.515,-37.926,-44.243,-192.178,-61.939,-0.002,-16.004,-40.894,-17.915,-17.672,-124.492,-56.054,-125.388,-74.07,-1.062,-91.641,-181.39,-254.118,-125.388,-74.07,-1.062
2016-01-04 16:00:00,-32.117,-69.81,-33.365,-22.058,-53.126,-184.157,-47.299,-0.002,-8.627,-40.324,-16.772,-23.446,-180.233,-84.233,-109.068,-73.736,-1.021,-124.451,-229.184,-231.458,-109.068,-73.736,-1.021
2016-01-04 17:00:00,-29.612,-76.974,-18.838,-21.21,-59.298,-171.455,-35.724,-0.002,-6.082,-38.623,-15.199,-27.185,-103.747,-113.823,-80.097,-59.364,-0.983,-156.206,-148.453,-207.182,-80.097,-59.364,-0.983
2016-01-04 18:00:00,-22.702,-54.192,-13.541,-16.272,-48.636,-136.106,-26.787,-0.002,-4.951,-32.143,-12.444,-29.332,-62.276,-101.635,-78.759,-37.688,-0.946,-143.411,-99.37,-162.896,-78.759,-37.688,-0.946
2016-01-04 19:00:00,-11.273,-29.776,-9.045,-11.531,-26.565,-136.415,-19.135,-0.002,-3.947,-16.049,-9.228,-21.698,-41.625,-33.49,-79.277,-29.203,-0.909,-64.415,-61.621,-155.553,-79.277,-29.203,-0.909
2016-01-04 20:00:00,-2.89,-12.534,-4.891,-7.156,-5.03,-129.947,-13.731,-0.002,-3.077,-2.896,-5.956,-5.213,-25.494,-17.512,-75.509,-19.86,-0.873,-28.681,-31.467,-143.68,-75.509,-19.86,-0.873
2016-01-04 21:00:00,-2.578,-8.254,-2.145,-3.82,-1.202,-119.099,-13.202,-0.004,-2.315,-1.375,-3.905,-0.943,-16.073,-17.393,-68.878,-11.502,-0.858,-22.242,-19.762,-132.305,-68.878,-11.502,-0.858
2016-01-04 22:00:00,-2.547,-7.174,-1.774,-1.762,-1.443,-66.376,-13.115,-0.006,-1.665,-1.294,-4.301,-0.994,-15.311,-17.494,-29.727,-9.651,-0.86,-22.789,-18.27,-79.498,-29.727,-9.651,-0.86
2016-01-04 23:00:00,-2.34,-5.083,-2.747,-3.377,-2.487,-20.046,-10.833,-2.911,-1.235,-2.162,-6.178,-2.261,-13.808,-13.399,-10.184,-8.149,-18.818,-21.839,-17.205,-33.789,-10.184,-8.149,-18.818
2016-01-05 00:00:00,-1.936,-2.109,-4.506,-6.899,-4.582,-13.552,-7.806,-8.713,-0.44,-3.844,-9.204,-4.845,-10.799,-4.527,-16.98,-5.11,-54.732,-18.575,-15.084,-30.07,-16.98,-5.11,-54.732
2016-01-05 01:00:00,-1.774,-0.619,-5.384,-8.735,-5.688,-15.299,-6.304,-11.613,-0.042,-4.748,-5.098,-6.099,-9.195,-0.092,-20.491,-3.739,-53.865,-11.288,-13.985,-33.215,-20.491,-3.739,-53.865
2016-01-05 02:00:00,-1.785,-0.617,-5.396,-8.726,-5.729,-15.932,-6.363,-11.599,-0.041,-4.809,-4.25,-6.061,-9.095,-0.093,-20.363,-3.982,-49.445,-10.404,-13.946,-33.894,-20.363,-3.982,-49.445
2016-01-05 03:00:00,-1.775,-0.614,-5.395,-8.679,-5.8,-15.852,-6.349,-11.564,-0.041,-4.85,-4.158,-6.023,-8.996,-0.093,-20.0,-4.13,-52.415,-10.275,-13.888,-33.765,-20.0,-4.13,-52.415
2016-01-05 04:00:00,-1.762,-0.607,-5.345,-8.62,-5.807,-15.412,-6.335,-11.551,-0.041,-4.842,-4.161,-5.986,-8.898,-0.094,-19.752,-4.119,-55.5,-10.241,-13.781,-33.298,-19.752,-4.119,-55.5
2016-01-05 05:00:00,-1.748,-0.599,-5.295,-8.512,-5.755,-14.406,-6.204,-11.546,-0.041,-4.809,-4.352,-6.672,-9.595,-0.094,-19.663,-4.087,-59.43,-11.118,-14.445,-32.155,-19.663,-4.087,-59.43
2016-01-05 06:00:00,-1.735,-0.591,-5.23,-8.404,-5.67,-14.523,-6.045,-13.475,-0.041,-4.746,-4.547,-7.798,-10.7,-0.094,-19.573,-5.202,-63.494,-12.439,-15.486,-34.043,-19.573,-5.202,-63.494
2016-01-05 07:00:00,-1.787,-0.584,-5.166,-8.296,-6.165,-13.388,-6.904,-16.153,-0.283,-5.268,-6.603,-9.012,-11.864,-0.237,-19.484,-9.521,-67.767,-15.853,-17.414,-36.445,-19.484,-9.521,-67.767
2016-01-05 08:00:00,-2.109,-3.076,-6.47,-9.62,-8.701,-11.379,-8.927,-21.008,-1.81,-6.887,-9.831,-10.335,-13.088,-5.549,-20.986,-23.158,-91.554,-25.714,-21.785,-41.315,-20.986,-23.158,-91.554
2016-01-05 09:00:00,-3.426,-47.534,-9.222,-14.869,-17.262,-4.685,-13.852,-26.271,-5.387,-12.815,-22.874,-12.841,-15.437,-32.023,-25.557,-54.501,-118.912,-67.738,-33.639,-44.809,-25.557,-54.501,-118.912
2016-01-05 10:00:00,-5.288,-170.663,-18.978,-33.463,-43.02,-0.55,-20.556,-30.03,-10.91,-25.192,-42.953,-14.248,-18.151,-69.158,-48.987,-82.181,-350.934,-126.359,-54.252,-51.136,-48.987,-82.181,-350.934
2016-01-05 11:00:00,-4.508,-167.283,-29.571,-57.933,-84.496,-0.563,-21.513,-26.936,-15.315,-38.868,-44.846,-11.589,-15.898,-75.316,-87.462,-83.93,-211.741,-131.751,-70.081,-49.012,-87.462,-83.93,-211.741
